Main,Unnamed: 1,Unnamed: 2
,Brand,BDTX-1535
,Generic,
,Indication,EGFRm NSCLC
,MOA,
,Competition,"CH7233163 (Chugai), 34855271, 37885208, BBT-176"
,Clinical Trials,
,,Phase II
,,n=19 C797S/PACC - 42% ORR
