Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76
,Net Income,,,-57.84300000000001,-55.477000000000004,-42.66399999999999,-35.658,-31.032999999999983,-28.080999999999996,-23.325,-20.184000000000033,-21.743550000000013,-17.027562000000003,,-31.124999999999957,-57.29399999999997,-192.01699999999997,-232.13099999999994,-137.4359999999999,-32.280111999999995,-16.3473434880001,35.80535010828781,69.35859826688664,132.02105646369176,209.1397671518802,303.30396804668413,356.2437379088577,447.96132555911015,552.7797122286364,672.2324149415466,808.0181219230993,799.9379407038683,791.9385612968297,784.0191756838614,776.1789839270227,768.4171940877525,760.733022146875,753.1256919254063,745.5944350061523,738.1384906560908,730.7571057495298,723.4495346920345,716.2150393451142,709.052888951663,701.9623600621463,694.9427364615249,687.9933090969096,681.1133760059405,674.3022422458811,667.5592198234223,660.8836276251881,654.2747913489362,647.7320434354468,641.2547230010923,634.8421757710814,628.4937540133706,622.2088164732369,615.9867283085046,609.8268610254195,603.7285924151653,597.6913064910136,591.7143934261035,585.7972494918424,579.939276996924,574.1398842269548,568.3984853846853,562.7145005308384,557.08735552553,551.5164819702748,546.001317150572,540.5413039790664,535.1358909392757,529.7845320298829,524.4866867095841,519.2418198424882,514.0494016440633
,EPS,,,-0.20175655831766642,-0.19232329255313618,-0.14704980129802536,-0.12211852942687375,-0.10550202960434608,-0.09486792274350424,-0.07830597240406889,-0.0673237604442889,-0.07252564166708364,-0.05679545704708061,,-0.40938326165015926,-0.7446097862109295,-1.4696828215411932,-0.8156767526274916,-0.4689548100914885,-0.10784437122322586,-0.054614710743056495,0.11962181137586392,0.23171959313575846,0.44106810479941455,0.6987133962319086,1.0133058312655185,1.1901718902645826,1.496590454433523,1.8467773745720906,2.2458559655939783,2.699501361574226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Shares,,,286.697,288.457,290.133,291.995,294.146,296.001,297.87,299.805,299.805,299.805,,76.029,76.945,130.652,284.587,293.06874999999997,299.32125,299.32125,299.32125,299.32125,299.32125,299.32125,299.32125,299.32125,299.32125,299.32125,299.32125,299.32125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Revenue Growth,,,,,,,0.1925287356321841,0.2023053240219268,0.19936524997821214,0.20024951922745537,0.19999999999999996,0.19999999999999996,,,0.44833127389384875,0.4860269407471791,0.34231805929919146,0.19765461847389565,0.19991415618209607,0.19999999999999996,0.19999999999999996,0.1499999999999999,0.1499999999999999,0.1499999999999999,0.1499999999999999,0.10000000000000009,0.10000000000000009,0.10000000000000009,0.10000000000000009,0.10000000000000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gross Margin,,,0.8122165268716992,0.8110985957798302,0.816721378148331,0.8286381902273934,0.8289612504070335,0.83131077814766,0.8432267792155889,0.8381965301985286,0.84,0.84,,0.7884752606206166,0.7897452124698089,0.7896765498652292,0.8076867469879518,0.8266877028730852,0.8403057845881438,0.85,0.85,0.85,0.85,0.8499999999999999,0.85,0.85,0.85,0.85,0.85,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cash,,,,,1150.609,1160.866,1187.627,1187.627,1207.326,1019.114,997.37045,980.342888,,,,,,,980.342888,963.9955445119999,999.8008946202877,1069.1594928871743,1201.1805493508662,1410.3203165027464,1713.6242845494305,2069.868022458288,2517.8293480173984,3070.609060246035,3742.8414751875816,4550.859597110681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AR,,,,,72.807,73.909,97.179,97.179,84.324,100.866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Contract Acquisition Costs,,,,,20.761,21.694,22.908,22.908,23.297,24.528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Prepaids,,,,,46.487,46.827,47.832,47.832,52.162,52.482,,,,,,,,,,,,,,,,,Maturity,-0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PP&E,,,,,24.214,23.471,22.747,22.747,22.307,23.445,,,,,,,,,,,,,,,,,Discount,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lease,,,,,31.175,29.297,32.749,32.749,30.5,32.698,,,,,,,,,,,,,,,,,ROIC,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Contract Acquisition Costs,,,,,18.865,19.268,19.764,19.764,17.795,21.508,,,,,,,,,,,,,,,,,NPV,4635.359768918921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Goodwill,,,,,6.181,6.181,6.181,6.181,6.181,245.038,,,,,,,,,,,,,,,,,Share,15.344259764090406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DTA,,,,,8.645,8.671,10.013,10.013,9.508,9.515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Other,,,,,11.098,10.123,9.772,9.772,12.046,14.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Assets,,,,,1390.8419999999999,1400.3070000000002,1456.772,1456.772,1465.4460000000004,1543.5840000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AP,,,,,4.415,1.686,3.485,3.485,1.517,9.771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AL,,,,,58.327,53.761,56.608,56.608,58.164,69.246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DR,,,,,220.55,234.358,266.399,266.399,275.907,287.629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Taxes,,,,,2.177,1.751,0.722,0.722,0.716,1.038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Leases,,,,,26.183,24.251,26.795,26.795,24.595,27.681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OL,,,,,28.748,26.847,30.501,30.501,28.416,33.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE,,,,,1050.442,1057.653,1072.262,1072.262,1078.131,1115.099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L+SE,,,,,1390.842,1400.307,1456.772,1456.772,1467.4460000000001,1543.5839999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Model NI,,,,-55.477000000000004,-42.66399999999999,-35.658,-31.032999999999983,-28.080999999999996,-23.325,-20.184000000000033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Reported NI,,,,-55.477,-42.664,-35.658,-31.033,-28.081,-23.325,-20.184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D&A,,,,2.93,3.112,3.002,2.984000000000001,3.046,2.967,3.746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Amortization on DCA,,,,5.211,5.617,5.851999999999999,6.131000000000001,6.365,6.652,6.886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lease,,,,1.732,1.85,1.8769999999999998,1.9650000000000003,2.044,1.98,2.419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SBC,,,,57.044,50.694,54.24799999999999,55.125000000000014,50.64,52.442,55.139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Amortization on Securities,,,,-2.187,-3.52,-4.302,-4.221000000000001,-3.544,-4.623,-4.098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DT,,,,-2.714,0.113,0,2.714,-1.435,0.477,-14.278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Other,,,,-0.581,0.07,-0.079,0.7649999999999999,0.034,-0.086,-0.14500000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WC,,,,1.2090000000000025,-3.7680000000000007,-5.045,-8.300999999999997,1.822000000000001,4.134999999999999,6.850999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CFFO,,,,7.167000000000001,11.504000000000001,19.89499999999999,26.12900000000002,30.891,40.619,36.336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
