,ROW total,,,,,,,,,,,181,206,525,206,214,240,227,241,226,270,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,US total,,,,,,,,,,,297,302,0,328,345,368,407,437,499,557,628,733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Government,,,,,,,,,,,274,293,289,302,308,324,335,371,408,455,487,,,,,,,,,,,,1071.776,1223.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Revenue,,251.889,289.366,322.091,341.234,375.642,392.146,432.867,446.357,473.01,477.88,508.624,525.186,533.317,558.159,608,634.338,678.134,725.516,827.519,883,1004,1181.092,1373.68154,1501.1,1706.8,2007.8564000000001,2335.258618,,,1092.673,1541.889,1905.8709999999999,2224.6620000000003,2865.5069999999996,4441.77354,7106.837664000001,10660.256496000002,14924.3590944,20147.884777440002,26192.250210672002,32740.312763340004,39288.375316008,47146.0503792096,56575.26045505152,67890.31254606182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,COGS,,68.41,149.34,70.503,74.111,90.926,86.804,87.563,94.403,102.224,95.57599999999996,104.311,98.46799999999999,98.895,100.108,97.639,105.84,116.16000000000001,133.51600000000002,141.409,157.954,192.934,207.307,233.52586180000003,,,,,,,352.547,339.404,381.1741999999999,444.9323999999999,496.925,888.3547079999998,1421.3675328,2132.0512992000004,2984.8718188799994,4029.576955487999,5238.450042134398,6548.062552667998,7857.675063201597,9429.210075841918,11315.0520910103,13578.06250921236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gross Profit,,183.479,140.02599999999998,251.58800000000002,267.123,284.716,305.342,345.30400000000003,351.954,370.786,382.30400000000003,404.313,426.7180000000001,434.422,458.051,510.361,528.4979999999999,561.974,592,686.11,725.046,811.066,973.7850000000001,1140.1556782,,,,,,,740.126,1202.485,1524.6968,1779.7296000000003,2368.5819999999994,3553.4188320000003,5685.470131200001,8528.205196800001,11939.487275520001,16118.307821952003,20953.800168537604,26192.250210672006,31430.700252806404,37716.84030336768,45260.20836404122,54312.25003684946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S&M,,102.518,334.911,147.619,136.097,162.379,153.443,162.593,160.485,168.875,169.875,190.233,147.558,146.032,137.083,153.674,151.021,148.495,158.77599999999998,190.342,183.796,243.788,274.636,236.02408000000003,,,,,,,683.701,614.512,675.9632,743.5595200000001,648.6339999999999,713.4974,784.8471400000001,863.3318540000001,949.6650394000002,1044.6315433400002,1149.0946976740004,1264.0041674414006,1390.4045841855407,1529.4450426040949,1682.3895468645044,1850.628501550955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,R&D,,86.815,313.915,94.13,98.471,110.524,94.316,84.176,88.601,88.171,89.171,82.044,70.17599999999999,76.34100000000001,83.756,76.287,83.16600000000001,78.83800000000001,86.84,93.96900000000001,103.055,135.043,144.191,112.76280000000001,,,,,,,560.66,387.487,426.23570000000007,468.8592700000001,342.81300000000005,377.0943000000001,414.80373000000014,456.2841030000002,501.9125133000002,552.1037646300003,607.3141410930004,668.0455552023005,734.8501107225306,808.3351217947837,889.1686339742622,978.0854973716885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,G&A,,93.291,338.977,166.411,146.569,157.961,149.524,157.478,142.307,155.485,156.485,149.862,90.155,87.774,82.849,82.348,87.77900000000001,137.538,90.81899999999999,108.95799999999998,107.66300000000001,162.615,161.702,141.6454,,,,,,,669.444,611.532,672.6852000000001,739.9537200000002,425.09399999999994,467.60339999999997,514.36374,565.800114,622.3801254000001,684.6181379400002,753.0799517340004,828.3879469074004,911.2267415981405,1002.3494157579546,1102.5843573337502,1212.8427930671253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OpEx,,282.624,987.803,408.15999999999997,381.137,430.86400000000003,397.283,404.247,391.39300000000003,412.531,415.531,422.139,307.889,310.14700000000005,303.688,312.309,321.966,364.87100000000004,336.43499999999995,393.269,394.514,541.446,580.529,490.43228000000005,,,,,,,1913.8049999999998,1613.531,1774.8841000000002,1952.3725100000004,1416.5409999999997,1558.1951,1714.0146100000002,1885.4160710000006,2073.9576781000005,2281.353445910001,2509.488790501001,2760.4376695511014,3036.481436506212,3340.129580156833,3674.1425381725167,4041.5567919897685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OpInc,,-99.14500000000001,-847.777,-156.57199999999995,-114.01400000000001,-146.14800000000002,-91.94100000000003,-58.942999999999984,-39.43900000000002,-41.745000000000005,-33.226999999999975,-17.826000000000022,118.82900000000006,124.27499999999998,154.363,198.05199999999996,206.53199999999993,197.103,255.56500000000005,292.841,330.53200000000004,269.62,393.2560000000001,649.7233982,,,,,,,-1173.6789999999999,-411.04600000000005,-250.18730000000028,-172.64291000000003,952.0409999999997,1995.2237320000004,3971.4555212000005,6642.789125800001,9865.529597420002,13836.954376042002,18444.311378036604,23431.812541120904,28394.218816300192,34376.71072321085,41586.0658258687,50270.69324485969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IntInc,,-5.095,-1.591,-1.4460000000000002,-1.464,-0.21799999999999997,-0.22999999999999998,-0.121,-0.04699999999999993,0.8019999999999999,0,55.675,16.717000000000002,19.969,39.986,40.452999999999996,29.845,35.42,44.01,54.727,50.441,56.255,59.762,59.762,,,,,,,-9.459,-2.0330000000000004,0.0,0.0,164.002,522.9987,749.63871888,1174.5372004872002,1878.0965698530483,2935.022924907623,4444.500881993089,6504.493985395761,9198.761572782261,12582.129807799683,16808.42545559063,22063.92967092197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pretax Income,,-94.05000000000001,-846.186,-155.12599999999995,-112.55000000000001,-145.93000000000004,-91.71100000000003,-58.82199999999998,-39.392000000000024,-42.547000000000004,-33.226999999999975,37.848999999999975,135.54600000000008,144.24399999999997,194.349,238.50499999999997,236.37699999999992,232.52300000000002,299.57500000000005,347.568,380.97300000000007,325.875,453.0180000000001,709.4853982,,,,,,,-1183.138,-413.07900000000006,-250.18730000000028,-172.64291000000003,1116.0429999999997,2518.2224320000005,4721.09424008,7817.326326287201,11743.62616727305,16771.977300949624,22888.812260029692,29936.306526516666,37592.980389082455,46958.84053101053,58394.49128145933,72334.62291578166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Taxes,,0.943,-8.543,-7.593,3.102,-5.661,1.438,33.006,2.023,2.588,0,6.971,4.03,1.916,8.464,12.856,5.196000000000001,6.633,13.625,3.602,5.599,3.596,3.753,35.47426991,,,,,,,-12.636,31.885,0.0,0.0,29.056,251.82224320000006,472.1094240080001,781.7326326287201,1174.362616727305,1677.1977300949625,2288.8812260029695,2993.630652651667,3759.298038908246,4695.884053101053,5839.449128145934,7233.462291578166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Net Income,,-94.99300000000001,-837.643,-147.53299999999996,-115.65200000000002,-140.26900000000003,-93.14900000000003,-91.82799999999997,-41.41500000000003,-45.135000000000005,-33.226999999999975,30.877999999999975,131.51600000000008,142.32799999999997,185.885,225.64899999999997,231.18099999999993,225.89000000000001,285.95000000000005,343.966,375.3740000000001,322.279,449.2650000000001,674.01112829,,,,,,,-1170.502,-444.96400000000006,-250.18730000000028,-172.64291000000003,1086.9869999999996,2266.4001888000003,4248.984816072,7035.59369365848,10569.263550545746,15094.779570854662,20599.931034026722,26942.675873865,33833.68235017421,42262.95647790948,52555.0421533134,65101.16062420349,66403.18383668756,67731.24751342132,69085.87246368974,70467.58991296354,71876.94171122281,73314.48054544727,74780.77015635622,76276.38555948334,77801.91327067302,79357.95153608648,80945.1105668082,82564.01277814437,84215.29303370726,85899.5988943814,87617.59087226904,89369.94268971441,91157.34154350871,92980.48837437888,94840.09814186646,96736.90010470379,98671.63810679787,100645.07086893382,102657.9722863125,104711.13173203876,106805.35436667954,108941.46145401314,111120.29068309341,113342.69649675528,115609.55042669039,117921.7414352242,120280.17626392869,122685.77978920727,125139.49538499142,127642.28529269125,130195.13099854508,132799.03361851597,135455.0142908863,138164.114576704,140927.3968682381,143745.94480560286,146620.86370171493,149553.28097574922,152544.34659526421,155595.2335271695,158707.1381977129,161881.28096166716,165118.9065809005,168421.28471251854,171789.71040676892,175225.5046149043,178730.01470720238,182304.61500134642,185950.70730137336,189669.72144740084,193463.11587634886,197332.37819387583,201279.02575775335,205304.60627290842,209410.6983983666,213598.91236633394,217870.89061366062,222228.30842593385,226672.87459445253,231206.33208634157,235830.45872806842,240547.0679026298,245358.0092606824,250265.16944589606,255270.472834814,260375.88229151026,265583.39993734047,270895.06793608726,276312.96929480904,281839.22868070524
,Shares,,-0.14827157237200492,-0.9251001146376104,-0.08365853630875625,-0.06350464923965961,-0.07403597370640652,-0.0474186708884924,-0.045645513091992884,-0.020338288872945007,-0.021965652114878394,-0.0161704380817783,0.014011679273305783,0.059309861511410274,0.06247511692575789,0.07992991056071551,0.09570555217661642,0.09632112234996187,0.09354800769951994,0.11625926120176991,0.13604748526566887,0.14704299327253256,0.1257471969384825,0.17473941651235275,0.26215331993417496,,,,,,,-1.195206927184912,-0.23131631712549852,-0.11985539971912569,-0.0752343888224082,0.4435472740031771,0.9248092438479268,1.733806965906333,2.8708884317992434,4.312809661997529,6.159455752765613,8.405844094543914,10.99401413099144,13.805903452303646,17.245486042695703,21.44519270444286,26.56466206983933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S/O,,640.669,905.462,1763.514,1821.158,1894.606,1964.395,2011.764,2036.307,2054.799,2054.799,2203.733,2217.439,2278.155,2325.6,2357.742,2400.107,2414.696,2459.589,2528.279,2552.818,2562.912,2571.057,2571.057,,,,,,,979.33,1923.617,2087.4094999999998,2294.734,2450.66775,2450.66775,2450.66775,2450.66775,2450.66775,2450.66775,2450.66775,2450.66775,2450.66775,2450.66775,2450.66775,2450.66775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Revenue Growth,,,,,,0.49129973917082514,0.3551903126144744,0.34392764777656004,0.3080671914287558,0.2592042423371188,0.21862775598884077,0.17501218619113956,0.1766052733574246,0.12749624743662924,0.16798987193437687,0.1953820503947905,0.20783493847893864,0.2715401909183468,0.2998375015004684,0.36105098684210524,0.3920023709757259,0.4805333459168837,0.6279337740311726,0.6600000000000001,,,,,,,,0.41111659206368234,0.23606238840798532,0.16726787909569985,0.28806398455136084,0.5500829486719108,0.6000000000000001,0.5000000000000002,0.3999999999999999,0.3500000000000001,0.30000000000000004,0.25,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.19999999999999996,,Maturity,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gross Margin,,0.7284121180361192,0.48390619492269304,0.7811084445079186,0.7828147253790654,0.7579450647158731,0.7786436684296154,0.7977138474404378,0.788503372860737,0.7838861757679542,0.8,0.794915300890245,0.8125083303819981,0.8145661960897553,0.8206460883010038,0.8394095394736842,0.8331488890780624,0.8287064208548753,0.8159709778971105,0.8291169145361013,0.8211166477916195,0.8078346613545817,0.8244785334249999,0.83,,,,,,,0.6773536089937245,0.7798777992449522,0.8,0.8,0.8265839169124346,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,,Discount,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S&M y/y,,,,,,,,,,,,,,,,-0.19218011596305584,0.023468737716694443,0.016866166319710718,0.15824719330624504,0.23860900347488845,0.21702279815389924,0.641725310616519,0.7297072605431554,0.24,,,,,,,,-0.10119774579823648,0.10000000000000009,0.10000000000000009,-0.1276636468859954,0.10000000000000009,0.10000000000000009,0.10000000000000009,0.10000000000000009,0.10000000000000009,0.10000000000000009,0.10000000000000009,0.10000000000000009,0.10000000000000009,0.10000000000000009,0.10000000000000009,,NPV,664633.2980012483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,R&D y/y,,,,,,,,,,,,,,,,-0.07016966505777378,0.1851060191518472,0.03270850525929703,0.036821242657242514,0.23178261040544257,0.23914820960488647,0.7129176285547578,0.6604214647627822,0.19999999999999996,,,,,,,,-0.308873470552563,0.10000000000000009,0.10000000000000009,-0.2688360411430065,0.10000000000000009,0.10000000000000009,0.10000000000000009,0.10000000000000009,0.10000000000000009,0.10000000000000009,0.10000000000000009,0.10000000000000009,0.10000000000000009,0.10000000000000009,0.10000000000000009,,Share,258.5115900432704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,G&A y/y,,,,,,,,,,,,,,,,-0.4505078005098023,-0.02635461150241236,0.5669560462095837,0.09619910922280273,0.3231408170204497,0.22652342815479787,0.18232779304628544,0.7804864620839254,0.30000000000000004,,,,,,,,-0.0865076092996575,0.10000000000000009,0.10000000000000009,-0.42551271990361805,0.10000000000000009,0.10000000000000009,0.10000000000000009,0.10000000000000009,0.10000000000000009,0.10000000000000009,0.10000000000000009,0.10000000000000009,0.10000000000000009,0.10000000000000009,0.10000000000000009,,ROIC,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cash,,,,,,,,,2585.0000000000005,,,,2928.5759999999996,3103.252,3283.574,3674.179,3867.9,3998.4590000000003,4564.659,5229.987,5430.689,6000.4220000000005,6437.817000000001,,,,,,,,,,,3674.179,5229.987,7496.3871888,11745.372004872,18780.965698530483,29350.229249076227,44445.00881993089,65044.93985395761,91987.6157278226,125821.29807799682,168084.2545559063,220639.2967092197,285740.4573334232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AR,,,,,,,,,256.554,,,,254.041,375.756,430.269,364.784,486.986,659.339,668.11,575.048,725.205,747.484,1005.91,,,,,,,,,,,364.784,575.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Prepaids,,,,,,,,,115.042,,,,85.625,97.906,95.554,99.655,81.178,115.712,119.193,129.254,126.705,142.487,142.429,,,,,,,,,,,99.655,129.254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PP&E,,,,,,,,,41.866,,,,63.115,54.097,50.133,47.758,46.906,43.483,40.345,39.638,39.669,43.523,45.706,,,,,,,,,,,47.758,39.638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lease,,,,,,,,,224.888,,,,210.019,199.661,190.191,182.863,173.707,213.453,211.57,200.74,209.348,203.474,204.315,,,,,,,,,,,182.863,200.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Other,,,,,,,,,95.829,,,,141.762,149.592,143.696,153.186,150.402,161.434,164.22,166.217,205.301,228.298,277.783,,,,,,,,,,,153.186,166.217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Assets,,,,,,,,,3319.1790000000005,,,,3683.1379999999995,3980.264,4193.4169999999995,4522.425,4807.079000000001,5191.880000000002,5768.097,6340.883999999999,6736.917,7365.688000000001,8113.960000000001,,,,,,,,,,,4522.425,6340.883999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AP,,,,,,,,,27.454,,,,4.53,4.613,9.475,12.122,35.634,67.345,27.021,0.103,2.33,10.774,67.503,,,,,,,,,,,12.122,0.103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AL,,,,,,,,,150.176,,,,174.525,184.617,174.753,222.991,206.034,195.489,265.244,427.046,371.061,393.623,381.737,,,,,,,,,,,222.991,427.046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DR,,,,,,,,,251.765,,,,283.95099999999996,310.743,258.387,274.94800000000004,257.917,294.09,244.433,299.509,354.928,421.42199999999997,360.623,,,,,,,,,,,274.94800000000004,299.509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Customer,,,,,,,,,255.184,,,,143.90300000000002,187.063,231.22,211.305,219.285,223.046,370.627,266.915,232.54,264.485,369.74,,,,,,,,,,,211.305,266.915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lease,,,,,,,,,267.662,,,,259.488,245.98899999999998,236.27100000000002,229.392,217.06900000000002,258.459,254.915,239.219,244.596,237.812,235.43599999999998,,,,,,,,,,,229.392,239.219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ONCL,,,,,,,,,2.192,,,,13.548,12.101,11.414,10.702,9.968,15.645,14.495,13.685,12.489,12.008,10.652,,,,,,,,,,,10.702,13.685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE,,,,,,,,,2364.746,,,,2803.193,3035.138,3271.897,3560.965,3861.172,4137.806,4591.362,5094.407,5518.973,6025.564,6688.269,,,,,,,,,,,3560.965,5094.407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
