Main,Unnamed: 1,Unnamed: 2
,Brand Name,SR57746A
,Generic Name,xaliproden
,Mechanism,5-HT1a agonist
,Indication,"Alzheimer's disease, Chemo-Induced Neuropathy, ALS, MS"
,Clinical Trials,
,,"Xenox p3 n=649 mCRC w/ FOLFOX4, decreased severe PSN (peripheral sensory neuropathy) by 39%."
,,Failed to meet primary endpoint.
