Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
,,Q122,Q222,Q322,Q422,Q123,Q223,Q323,Q423,Q124,Q224,Q324,Q424
,Revenue,,,166.805,,,,178.252,,,,178.252,
,Food,,,55.551,,,,60.136,,,,60.136,
,Labor,,,42.588,,,,45.945,,,,45.945,
,Occupancy,,,8.21,,,,9.172,,,,9.172,
,Other,,,18.571,,,,21.053,,,,21.053,
,Restaurant Expenses,,,124.92000000000002,,,,136.306,,,,136.306,
,Restaurant Income,,,41.88499999999999,,,,41.946,,,,41.946,
,G&A,,,18.898,,,,18.305,,,,,
,Operating Income,,,22.98699999999999,,,,23.641,,,,,
,Interest+Pre-Opening,,,-9.143,,,,-8.536999999999999,,,,,
,Pretax Income,,,13.84399999999999,,,,15.104,,,,,
,Taxes,,,2.185,,,,2.539,,,,,
,Net Income,,,11.65899999999999,,,,12.565,,,,,
,EPS,,,0.19839091508120107,,,,0.19362178258460438,,,,,
,Shares,,,58.767812,,,,64.894558,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,Revenue y/y,,,,,,,0.06862504121579094,,,,,
,,,,,,,,,,,,,
,CFFO,,,53.66,,,,71.954,,,,,
,CapEx,,,57.66,,,,56.514,,,,,
,FCF,,,-4,,,,15.43999999999999,,,,,
,,,,,,,,,,,,,
,Restaurants,,,,,,,87,,,,,
