Main,Unnamed: 1,Unnamed: 2
,Brand,Tezspire
,Generic,tezepelumab
,Indication,Severe Asthma
,Economics,AZN
,Mechanism,
,Regulatory,BLA 761224 approved 12/17/2021
,,IND 103031 filed 8/8/2008
,Clinical Trials,
,,"Phase III ""PATHWAY"""
,,
,,
,,"Phase III ""NAVIGATOR"""
,,
,,
,,"Phase III ""SOURCE"""
,,
,,
,,
,,"Phase IIIb ""WAYFINDER"" severe asthma"
,,
,,
,,"Phase III ""COPD"""
,,
,,
,,"Phase III ""WAYPOINT"" chronic rhinosinusitis with nasal polyps"
,,
,,
,,
,,"Phase IV ""PASSAGE"""
