Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
,"EO-3021 (CPO102, SYSA1801)",Claudin 18.2 ADC,,,,,,Price,0.31
,EO-1022,HER3 ADC,,,,,,Shares,59.215795
,,,,,,,,MC,18.35689645
,,,,,,,,Cash,93.184
,,,,,,,,Debt,31.134
,,,,,,,,EV,-43.693103550000004
,,,,,,,,,
,,,,,,,,,
,,,,,,,,Founded,2019.0
