Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,Name,MC,Approved,Phase III,Phase II,Legacy
,Merck,,Belsomra,,MK-1942,
,Axsome,,,,,
,Pfizer,,,,,Zoloft
,Lilly,,,,,"Cymbalta, Prozac, Zyprexa"
,Johnson & Johnson,,"Invega Sustenna, Spravato",,,
,Sage,,,,,
,Lundbeck,,,,,
