Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
,Brand,Indication,MOA,Economics,Phase,,,Price,7.36,
,EXS-21546,,A2A,EVTC,I,,,Shares,121.899774,Q122
,GTAEXS-617,,CDK7,GT Apeiron,PC,,,MC,897.18233664,
,,,NLRP3,,PC,,,Cash GBP,601.891,Q222
,,,ENPP1,,PC,,,Debt GBP,0.301,Q222
,,,,Bayer,,,,EV,295.59233664000004,
,,,,SNY,,,,,,
,,,,BMS,,,,,,
,,,,,,,,CEO: Andrew Hopkins,,
,,,,,,,,,,
,,,,,,,,,,
,IPO: 10/5/2021,,,,,,,,,
,Evotec related party,,,,,,,,,
