Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
,Name,Indication,MOA,Phase,,,,Price,1.79,
,deramiocel,DMD,,,,,,Shares,45.716975,Q325
,,,,,,,,MC,81.83338524999999,
,,,,,,,,Cash,99.0,Q325
,,,,,,,,Debt,0.0,Q325
,,,,,,,,EV,-17.166614750000008,
,,,,,,,,,,
,,,,FV,,,,PIC,353.680694,Q325
,2025-12-19 00:00:00,1,0.09,0,-1.0,,,AD,-250.136924,Q325
,2025-12-19 00:00:00,2.5,0.6,1.19,0.9833333333333334,,,,,
,2025-12-19 00:00:00,4,1.525,2.69,0.7639344262295082,,,Founded: 2005,,
,2025-12-19 00:00:00,5,2.2,3.69,0.677272727272727,,,Merged with Nile,,
,2025-12-19 00:00:00,6,2.975,4.6899999999999995,0.5764705882352938,,,,,
,2025-12-19 00:00:00,7.5,4.05,6.1899999999999995,0.528395061728395,,,,,
,2025-12-19 00:00:00,9,4.9,7.6899999999999995,0.5693877551020405,,,Cash/share,1.31,-0.2681564245810055
,2025-12-19 00:00:00,10,5.9,8.69,0.47288135593220315,,,Current Cash/share,1.7936444832581333,0.002036024166554906
,2025-12-19 00:00:00,11,6.6,9.69,0.46818181818181825,,,Below Cash,1.3124227926279024,-0.26680290914642324
,2025-12-19 00:00:00,12.5,7.6,11.19,0.47236842105263155,,,,,
,2025-12-19 00:00:00,15,9.4,13.69,0.45638297872340416,,,,,
,2025-12-19 00:00:00,17.5,12,16.19,0.34916666666666685,,,,,
,,,,,,,,,,
,,,,,,,,,,
,10,11,12,13,14.0,17.0,18.0,19,,
,20,21,22,23,24.0,25.0,26.0,28,,
,1,2,3,4,5.0,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,1,2,3,4,8.0,9.0,5.0,6,7.0,
,16,15,27,28,29.0,30.0,,,,
