Main,Unnamed: 1,Unnamed: 2
,Brand,"IMU-838, fka 4SC-101"
,Generic,vidofludimus
,Indication,Multiple Sclerosis
,Mechanism,"leflunomide (DHODH inhibitor, dihydroorotate dehydrogenase), similar to teriflunomide"
,IP,Long expired
,History,4SC
,Clinical Trials,
,,"Phase III ""ENSURE-1"""
,,Results in Q2 2026
,,
,,"Phase III ""ENSURE-2"""
,,Results in 2H 2026
,,
,,"Phase II ""EMPhASIS"" 24 week RMS"
,,"mean cumulative number of active lesions was 6.4 (95% CI: 2.8-13.9) with placebo compared to 2.4 (95% CI: 1.1-4.9) with vidofludimus calcium 45 mg (rate ratio 0.38, 95% CI: 0.22-0.64; p = 0.0002); the rate ratio between vidofludimus calcium 30 mg and placebo was 0.30 (95% CI: 0.17-0.53; p < 0.0001)."
,,
,,
,,
,,
,,
,,"Phase III ""OPTIMUM"" - ponesimod vs. teriflunomide"
,,relative rate reduction for ponesimod vs teriflunomide in the annualized relapse rate was 30.5% (0.202 vs 0.290; P < .001); t
,,
,,"Phase III ""evolutionRMS1"""
,,Annualised relapse rate was 0·15 (95% CI 0·12-0·18 with evobrutinib vs 0·14 [0·11-0·18] with teriflunomide (adjusted RR 1·02 [0·75-1·39]; p=0·55) in evolutionRMS1 and 0·11 (0·09-0·13 vs 0·11 [0·09-0·13]; adjusted RR 1·00 [0·74-1·35]; p=0·51) in evolutionRMS2.
,,
,,"Phase III ""ASCLEPIOS I"""
,,"The annualized relapse rates in the ofatumumab and teriflunomide groups were 0.11 and 0.22, respectively, in trial 1 (difference, -0.11; 95% confidence interval [CI], -0.16 to -0.06; P<0.001) and 0.10 and 0.25 in trial 2 (difference, -0.15; 95% CI, -0.20 to -0.09; P<0.001). "
