Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,Price,4614.0,
,,,,,,,Shares,32.815201,Q424
,,,,,,,MC,151409.337414,
,,,,,,,Cash,16700.0,Q424
,,,,,,,Debt,16598.0,Q424
,,,,,,,EV,151307.337414,
