Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31
,,Q123,Q223,Q323,Q423,Q124,Q224,Q324,Q424,,,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0,2024.0,2025.0,2026.0,2027.0,2028.0,2029.0,2030.0,2031.0,2032.0,2033.0,2034.0,2035.0
,Devices,,,,39.5,,,45,40.5,,,,,,,,,,170.0,174.9,,,,,,,,,,,
,Device Solutions,,,,6,,,7,7.100000000000001,,,,,,,,,,22.499999999999993,26.599999999999994,,,,,,,,,,,
,Memory,,,,15.7,,,22.3,23,,,,,,,,,,44.1,84.5,,,,,,,,,,,
,SDC,,,,9.7,,,8,8.1,,,,,,,,,,31.0,29.2,,,,,,,,,,,
,Harman,,,,3.9,,,3.5,3.9,,,,,,,,,,14.4,14.3,,,,,,,,,,,
,Revenue,,,,67.8,,,79.1,75.8,,,201.866745,239.575376,243.771415,230.400881,236.806,279.60479,302.23136,258.9,300.9,,,,,,,,,,,
,COGS,,,,,,,,47.3,,,120.277,129.29,132.3944,147.239549,144.488,166.411342,190.041,180.38858,,,,,,,,,,,,
,Gross Profit,,,,,,,,28.5,,,81.58974500000001,110.28537600000001,111.377015,83.16133199999999,92.31800000000001,113.19344799999999,112.19036,78.51141999999999,,,,,,,,,,,,
,SG&A,,,,,,,,11.7,,,52.348,56.63967,52.49,55.392823,56.324,61.5596,68.81296,71.979938,,,,,,,,,,,,
,,,,,,,,,10.3,,,,,,,,,,,,,,,,,,,,,,
,Operating Income,,,,,,,,22,,,52.348,56.63967,52.49,55.392823,56.324,61.5596,68.81296,71.979938,,,,,,,,,,,,
,Operating Expenses,,,,,,,,6.5,,,29.24174500000001,53.64570600000001,58.887015,27.768508999999987,35.994000000000014,51.633847999999986,43.377399999999994,6.531481999999983,,,,,,,,,,,,
,,,,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,
,Pretax Income,,,,,,,,7.7,,,29.24174500000001,53.64570600000001,58.887015,27.768508999999987,35.994000000000014,51.633847999999986,43.377399999999994,6.531481999999983,0.0,,,,,,,,,,,
,Taxes,,,,,,,,0.2,,,7.98756,14.009,16.8151,8.693324,9.937285,13.444377,,,,,,,,,,,,,,
,Net Income,,,,,,,,7.5,,,21.254185000000007,39.63670600000001,42.071915,19.075184999999987,26.056715000000015,38.18947099999998,43.377399999999994,6.531481999999983,0.0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FCF,,,,,,,,22020,,,47385.644,62162.041,67031.863,45382.915,65287.009,65105.448,62181.346,44130.0,72980.0,,,,,,,,,,,
,CX,,,,,,,,15090,,,24142.973,42792.234,29556.406,25367.756,37592.034,47122.106,49430.428,57610.0,51410.0,,,,,,,,,,,
,FCF,,,,,,,,6930,,,23242.671,19369.807,37475.456999999995,20015.159,27694.975,17983.341999999997,12750.917999999998,-13480.0,21570.0,,,,,,,,,,,
