Main,Unnamed: 1,Unnamed: 2
,Brand,Vabysmo
,Generic,faricimab
,Indication,"AMD, DME"
,MOA,VEGF/Ang-2 mab
,Dosing,6mg (0.05 mL)
,Regulatory,BLA 761235 approved 1/28/2022
,,IND 8/29/2013
,Clinical Trials,
,,"Phase III ""TENAYA"" n=671 nAMD vs. aflibercept"
,,5.8 BCVA improvement vs. 5.1 for aflibercept 2mg (ITT) - 40-48 weeks
,,5.9 BCVA improvement vs. 5.6 for aflibercept 2mg (per protocol)
,,
,,"Phase III ""LUCERNE"" n=658 nAMD vs. aflibercept"
,,6.6 BCVA improvement vs. 6.6 for aflibercept 2mg (ITT) - 40-48 weeks
,,6.6 BCVA improvement vs. 6.7 for aflibercept 2mg (PP) - 40-48 weeks
,,
,,"Phase II ""YOSEMITE"" n=940 DME"
,,"10.7 BCVA improvement for q8w, 11.6 for PTI, 10.9 for aflibercept 2mg q8w"
,,
,,
,,"Phase III ""RHINE"" n=951 DME"
,,11.8 BCVA improvement vs. 10.8 vs. 10.3 (same design as YOSEMITE)
,,
,,
,,"Phase II ""STAIRWAY"" n=76 nAMD vs. ranibizumab"
,,
,,
,,"Phase II ""AVENUE"" n=273 nAMD vs. ranibizumab"
,,
,,
,,
,,"Phase II ""BOULEVARD"" n=229 DME"
