Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
,1350 stores,,,,,,,,,Price,369.0,
,,,,,,,,,,Shares,47.114727,Q224
,41% cosmetics,,,,,,,,,MC,17385.334263,
,19% skincare,,,,,,,,,Cash,414.0,Q224
,19% haircare,,,,,,,,,Debt,0.0,Q224
,15% fragrance,,,,,,,,,EV,16971.334263,
,3% services,,,,,,,,,,,
,3% accessories,,,,,,,,,Founded,1990.0,
,,,,,,,,,,,,
,,,,,,,,,,,,
,Sephora,2700.0,WW,,,,,,,,,
,,1700.0,US,,,,,,,,,
,Walgreens,8500.0,US,,,,,,,,,
,CVS,9674.0,US,,,,,,,,,
,Nordstrom's,360.0,,,,,,,,,,
