Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23
,,Q121,Q221,Q321,Q421,Q122,Q222,Q322,Q422,Q123,Q223,Q323,Q423,Q124,Q224,Q324,Q424,,2020.0,2021.0,2022.0,2023.0,2024.0
,MAU,370.6,364.5,351.7,343.1,337,328.3,323.8,324.4,,316,311,313,,298,,,,,,,,
,Smartphone,225.9,220,215.6,208.7,203.4,198.4,198,196.6,,,,,,,,,,,,,,
,PC,62.4,62.7,59.2,55.1,55.1,55.7,52,51.6,,,,,,,,,,,,,,
,GX MAU,,,,,,,,,,,,,,30,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,Search,,,,,,,,,,,,,,,,,,84.18,121.961,140.162,,
,Advertising,,,,,,,,,,,,,,,,,,71.292,123.87,187.4,,
,Revenue,,,,,,77.834,85.347,96.272,87.051,94.134,102.639,113.004,101.871,109.734,112.9029,124.30440000000002,,165.056,250.991,327.562,396.82800000000003,448.81230000000005
,M&D,,,,,,25.285,26.005,29.558,24.396,26.996,28.406,30.148,29.466,29.026,,,,,,,109.946,
,COGS,,,,,,9.719,13.868,17.277,15.165,20.357,23.332,26.953,19.285,24.862,,,,,,,85.807,
,SG&A,,,,,,19.071,17.994,21.095,20.053,21.37,20.71,20.617,18.924,19.78,,,,,,,82.75,
,Content,,,,,,1.059,0.841,0.891,0.889,1.094,1.181,1.133,0.97,0.901,,,,,,,4.297000000000001,
,Tech,,,,,,1.064,1.037,0.784,0.841,1.114,0.736,0.454,3.763,1.893,,,,,,,3.145,
,Other,,,,,,6.477,5.77,7.002,6.107,7.315,7.552,9.169,7.224,8.741,,,,,,,30.143,
,Operating Expenses,,,,,,62.675,65.515,76.60700000000001,67.45100000000001,78.246,81.917,88.47399999999999,79.63200000000002,85.203,,,,0.0,0.0,0.0,316.08799999999997,0.0
,Operating Income,,,,,,15.159000000000006,19.831999999999994,19.664999999999992,19.599999999999994,15.888000000000005,20.721999999999994,24.530000000000015,22.238999999999976,24.53099999999999,,,,165.056,250.991,327.562,80.74000000000007,448.81230000000005
,Other Income,,,,,,-13.059,-2.122,8.134000000000004,5.119,1.3319999999999999,1.0699999999999998,1.3780000000000001,1.064,2.044,,,,,,,8.899,
,Pretax Income,,,,,,2.1000000000000068,17.709999999999994,27.798999999999996,24.718999999999994,17.220000000000006,21.791999999999994,25.908000000000015,23.302999999999976,26.574999999999992,,,,165.056,250.991,327.562,89.63900000000007,448.81230000000005
,Taxes,,,,,,3.742,5.167,0.681,3.269,1.148,0.218,2.062,4.629,2.825,,,,,,,6.696999999999999,
,Net Income,,,,,,-1.6419999999999932,12.542999999999994,27.117999999999995,21.449999999999996,16.072000000000006,21.573999999999995,23.846000000000014,18.673999999999978,23.749999999999993,,,,165.056,250.991,327.562,82.94200000000006,448.81230000000005
,EPS,,,,,,-0.014309368191721074,0.11005527770465907,0.28659902768970613,0.23665048543689315,0.17600998762498227,0.23653108211818874,0.2670922939068102,0.20925593904078865,0.26591278060796053,,,,,,,,
,Shares,,,,,,114.75,113.97,94.62,90.64,91.313,91.21,89.28,89.24,89.315,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,Revenue y/y,,,,,,,,,,0.20942004779402312,0.20260817603430703,0.17379923549941823,0.17024502877623449,0.1657212059404678,,,,,0.5206414792555254,0.3050746839528111,0.2114592046696504,0.13099957664277717
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,CFFO,,,,,,1.624,16.233,25.284,31.022,15.517,18.032,23.542,25.727,17.416,,,,,,,,
,CapEx,,,,,,2.477,0.741,0.594,0.318,0.219,0.165,0.429,20.234,1.232,,,,,,,,
,DevEx,,,,,,2.081,1.189,0.977,1.066,1.048,1.988,1.878,1.39,1.729,,,,,,,,
,FCF,,,,,,-2.9339999999999997,14.303,23.712999999999997,29.637999999999998,14.25,15.879000000000001,21.235000000000003,4.102999999999999,14.455000000000002,,,,,,,,
