Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
,,Brand,Indication,MOA,Phase,Economics,IP,,Price,24.5,
,,BEAM-101,SCD,HbF,I,,,,Shares,82.415619,Q224
,,BEAM-202,SCD,Beta-Globin,I,,,,MC,2019.1826655000002,
,,BEAM-201,T-ALL,CD7 CART,I,,,,Cash,1008.165,Q224
,,BEAM-301,GSD1a,,PC,,,,Debt,0.0,Q224
,,BEAM-302,AATD,,I,,,,EV,1011.0176655000002,
,,,,CD5 CART,PC,,,,,,
,,,Stargardt,,,,,,Founded 2017,,
,,,Liver,,PC,PFE,,,CEO: John Evans,,
,,,Muscle,,PC,PFE,,,,,
,,,CNS,,PC,PFE,,,AD,2233.989,
,,,,,,,,,PIC,1379.609,
,,Guide acquisition: LNP,,,,,,,,,
,,Harvard/Broad license agreements,,,,,,,,,
,,Editas,,,,,,,,,
,,"Pfizer: liver, muscle, CNS rare diseases",,,,,,,,,
,,Apellis,,,,,,,,,
,,Prime Medicine,,,,,,,,,
,,Verve,,,,,,,,,
