Main,Unnamed: 1,Unnamed: 2
,Brand,
,Generic,tavapadon
,Indication,early PD
,Mechanism,D1/D5 agonist
,Regulatory,filing NDA in 2025
,Competition,"rotigotine, ropinirole, apomorphine, pramipexole"
,Clinical Trials,
,,"Phase III ""TEMPO-1"" fixed-dose Parkinson's - NCT04201093"
,,MDS-UPDRS Part II+III at week 26 vs. placebo
,,"placebo +1.8, tavapadon -9.7 and -10.2 at week 26"
,,
,,"Phase III ""TEMPO-2"" flexible-dose Parksinon's - NCT04223193"
,,met PE MDS-UPDRS Part II/III
,,"placebo -1.2, tavapadon -10.3, p<0.0001"
,,
,,
,,Phase III TEMPO-3 adjunctive Parkinson's - NCT04542499
,,
,,
,,
,,
,,TEMPO-4 - NCT04760769
