Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
,,2023-05-31 00:00:00,2023-08-31 00:00:00,2023-11-30 00:00:00,2024-02-29 00:00:00,2024-05-31 00:00:00,2024-08-31 00:00:00,2024-11-30 00:00:00,,,2/29/22,2/29/23,2024-02-29 00:00:00
,Beer,,,1968.5,,,,2032.4,,,,,
,,,,502.4,,,,431.4,,,,,
,,,,,,,,,,,,,
,Revenue,2699.5,3053,2658.2,2300.3,2860.7,3139.1,2644.4,,,9529.1,10177.2,10711
,Excise Taxes,184.6,216.2,187.3,161.1000000000001,198.9,220.2,180.6,,,708.4,724.6,749.2
,Net Sales,2514.9,2836.8,2470.8999999999996,2139.2000000000003,2661.7999999999997,2918.9,2463.8,,,8820.7,9452.6,9961.8
,COGS,1257.1,1386.9,1200.3,1100,1258,1407.1,1179.5,,,4113.4,4683.6,4944.3
,Gross Profit,1257.8000000000002,1449.9,1270.5999999999997,1039.2000000000003,1403.7999999999997,1511.8000000000002,1284.3000000000002,,,4707.300000000001,4769,5017.499999999999
,SG&A,493.1,471.2,473.7,409.79999999999984,462.2,491.2,491.3,,,1709.7,1926.1,1847.8
,Operating Income,764.7000000000002,978.7,796.8999999999996,629.4000000000004,941.5999999999997,1020.6000000000001,793.0000000000002,,,2997.6000000000013,2842.9,3169.699999999999
,Interest Income,-118.9,-110.6,-104.2,-101.69999999999999,-102.8,-104,-104.4,,,-356.4,-398.7,-435.4
,Pretax Income,645.8000000000002,868.1,692.6999999999996,527.7000000000005,838.7999999999997,916.6000000000001,688.6000000000003,,,2641.200000000001,2444.2000000000003,2734.299999999999
,Taxes,91.2,147.2,130,88.20000000000003,28,152.2,44.5,,,309.4,422.1,456.6
,Net Income,554.6000000000001,720.9000000000001,562.6999999999996,439.50000000000045,810.7999999999997,764.4000000000001,644.1000000000003,,,2331.800000000001,2022.1000000000004,2277.699999999999
,EPS,3.016376323675781,3.912045453312134,3.0553293153065084,2.389119314629893,4.419467897809342,4.148103127357186,3.5438204596347807,,,13.926931094002908,11.941276862115194,12.381563283122864
,Shares,183.863,184.277,184.17,183.959,183.461,184.277,181.753,,,167.431,169.337,183.959
,,,,,,,,,,,,,
,,,,,,,,,,,,0.07163830534991544,0.05386877684446589
,,,,,,,,,,,,,
,CFFO,665.4,956.6,724.8000000000003,433.19999999999993,690.5,1181.8,685.2,,,2705.4,2756.9,2780
,CX,277,305,329.9,357.19999999999993,375.3,327.8,228.40000000000003,,,1026.8,1035.4,1269.1
,FCF,388.4,651.6,394.9000000000003,76,315.2,854,456.8,,,1678.6000000000001,1721.5,1510.9
