Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
,Name,MOA,Indication,Phase,,,,,,Price,26.71,
,ALG-055009,,HBV,,,,,,,Shares,6.272,Q324
,ALG-000184,THR-beta agonist,MASH,,,,,,,MC,167.52512000000002,
,ALG-097558,protease inhibitor,COVID-19,II,,,,,,Cash,74.9,Q324
,,,,,,,,,,Debt,0.0,Q324
,,,,,,,,,,EV,92.62512000000001,
