Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
,,Q122,Q222,Q322,Q422,Q123,Q223,Q323,Q423,Q124,Q224,Q324,Q424,,2021.0,2022.0,2023.0
,12 mo GMV,438.126,458.838,486.273,518.218,553.501,607.524,684.745,794.433,907.66,,,,,414.192,518.218,794.433
,3P seller GMV,,,,,,,,,489.897,,,,,98.332,140.628,199.184
,Off-platform ecommerce,,,,,,,,,93.346,,,,,127.599,117.761,204.622
,1P,,,,,,,,,90.159,,,,,188.266,231.682,299.93
,Sellers,410,452,517,560,602,665,741,815,,,,,,,,
,,,,,,,,,,,,,,,,,
,Services,,,,,35.096,43.278,51.474,69.33600000000001,67.415,85.378,100.373,,,98.332,140.628,199.184
,Product,,,,,92.701,109.852,126.693,175.40099999999998,183.662,225.489,202.943,,,315.865,349.443,504.647
,Revenue,,,,,127.797,153.13,178.167,244.737,251.077,310.867,303.31600000000003,,,414.197,490.07099999999997,703.831
,Product COGS,,,,,,,88.934,,,,147.773,,,239.877,286.855,353.983
,Services COGS,,,,,,,40.375,,,,78.292,,,,,
,COGS,,,,,98.223,112.766,129.309,174.89999999999998,184.529,234.42,226.065,,,,,
,Gross Profit,,,,,29.573999999999998,40.36399999999999,48.858000000000004,69.83700000000002,66.548,76.44700000000003,77.25100000000003,,,,,
,S&M,,,,,6.896,9.535,10.951,14.004000000000001,14.58,19.46,18.605,,,,,
,G&A,,,,,4.15,6.897,5.831,13.13,15.389,26.28,15.296,,,,,
,R&D,,,,,0.672,0.532,0.377,2.344,1.756,3.097,2.582,,,,,
,Operating Expenses,,,,,11.718,16.964000000000002,17.159,29.478,31.725,48.837,36.483,,,,,
,Operating Income,,,,,17.855999999999998,23.399999999999988,31.699000000000005,40.359000000000016,34.823,27.610000000000028,40.768000000000036,,,,,
,,,,,,,,,,,,,,,,,
,Product GM,,,,,,,,,,,0.18188951456566751,,,0.18345859578896032,0.12771210702122748,0.21406275085922613
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,Cash,,,,,,,,184.16799999999998,,,260.497,,,,,
,AR,,,,,,,,58.876,,,62.549,,,,27.142,58.876
,Inventories,,,,,,,,132.247,,,183.222,,,,78.338,132.247
,Prepayments,,,,,,,,17.516,,,21.354,,,,,
,Lease,,,,,,,,398.922,,,476.027,,,,,
,PPE,,,,,,,,24.614,,,29.01,,,,,
,Goodwill,,,,,,,,20.953000000000003,,,19.325,,,,,
,DTA,,,,,,,,1.44,,,8.325,,,,,
,ONCA,,,,,,,,8.173,,,12.934,,,,,
,Assets,,,,,,,,846.9090000000001,,,1073.2430000000002,,,,,
,,,,,,,,,,,,,,,,,
,DSO,,,,,,,,,,,,,,,20.215091282691695,30.532528405256375
,Inventory Turns,,,,,,,,1.3225252746754177,,,0.8065243256814137,,,,3.6617605759656877,2.676680756463284
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,CFFO,,,,,,,,,,,,,,8.556,49.656,133.452
