Main,Unnamed: 1,Unnamed: 2
,Brand,"Imcivree, fka RM-493"
,Generic,setmelanotide
,MOA,MC4R agonist
,Chemistry,octopeptide
,Indication,Acquired hypothalamic obesity - damage to hypothalamus
,,Bardet-Biedl syndrome
,,Hypothalamic Obesity: 5-10k US prevalence
,,"5k - 10k patients, ""we're not high"", 5/14/2025"
,Price,$360k/year
,Clinical Trials,
,,RM-493-012 n=14
,,
,,
,,RM-493-015 n=13
,,
,,
,,"Phase III ""TRANSCEND"" n=120 acquired hypothalamic obesity"
,,16.5% weight loss vs. 3.3% weight gain for placebo at 52 weeks
