Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140
,Net Income,,,,,,,,3027,3561,2625,2134,3268,2535,5243,6331,7222,8107,7778,3156,14323,-3844,2982,2872,3247,3172,6750,9879,10624,10431,13486,12940,20024,17074.836,18164,59419.99800000001,70234.20800000001,,,,,,,,,,,,-579.439,60.86399999999996,253.21399999999971,,,,,,,,,,,-241.0,596.0,2371.0,3033.0,10073.0,11588.0,21331.0,33364.0,5257.0,30425.0,31503.311999999976,42307.72813000002,56688.69182300495,73373.25027226757,84796.0765622994,95033.3936063299,106174.9910777605,106174.9910777605,106174.9910777605,106174.9910777605,106174.9910777605,106174.9910777605,106174.9910777605,106174.9910777605,106174.9910777605,106174.9910777605,106174.9910777605,106174.9910777605,106174.9910777605,106174.9910777605,106174.9910777605,106174.9910777605,106174.9910777605,106174.9910777605,106174.9910777605,106174.9910777605,106174.9910777605,106174.9910777605,106174.9910777605,106174.9910777605,106174.9910777605,106174.9910777605,106174.9910777605,106174.9910777605,106174.9910777605,106174.9910777605,106174.9910777605,106174.9910777605,106174.9910777605,106174.9910777605,106174.9910777605,106174.9910777605,106174.9910777605,106174.9910777605,106174.9910777605,106174.9910777605,106174.9910777605,106174.9910777605,106174.9910777605,106174.9910777605,106174.9910777605,106174.9910777605,106174.9910777605,106174.9910777605,106174.9910777605,106174.9910777605,106174.9910777605,106174.9910777605,106174.9910777605,106174.9910777605,106174.9910777605,106174.9910777605,106174.9910777605,106174.9910777605,106174.9910777605,106174.9910777605,106174.9910777605,106174.9910777605,106174.9910777605
,EPS,,,,,,,,6.041916167664671,7.0936254980079685,5.21868787276342,4.234126984126984,6.471287128712872,5.009881422924901,10.300589390962672,12.365234375,14.077972709551657,15.803118908382066,0.756173439626677,6.128155339805825,1.387349864393646,-7.552062868369352,0.2930712530712531,0.27799825767108705,0.31499805975941014,0.3065622885860636,0.6459948320413437,0.9356885773820799,1.0013195098963241,0.9776007497656982,1.2594322002241314,1.2054028877503493,1.8590660105839756,1.5820287223200222,1.6809180085137887,5.4987967795669075,6.499556542661486,,,,,,,,,,,,-1.5909431620681416,0.1608613950095542,0.6038220874110526,,,,,,,,,,,-0.5216450216450217,1.249475890985325,4.898760330578512,6.152129817444219,20.146,23.014895729890764,41.825490196078434,6.167667991496441,0.5166584766584766,2.9001048517777144,2.9384676802537055,3.9163850065955446,5.247616747865585,6.79209000229271,7.849489857887981,8.797148282273486,9.828515061235379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Shares,,,,,,,,501,502,503,504,505,506,509,512,513,513,10286,515,10324,509,10175,10331,10308,10347,10449,10558,10610,10670,10708,10735,10771,10793,10806,10806,10806,,,,,,,,,,161.096869,,364.211,378.363,419.352,,,,,,,,,,,462.0,477.0,484.0,493.0,500.0,503.5,510.0,5409.5,10175.0,10491.0,10721.0,10802.75,10802.75,10802.75,10802.75,10802.75,10802.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Revenue y/y,,,,,,,,,,,,0.20797701117665746,0.2638525963149079,0.40230900258658764,0.37387290836084075,0.4359481683955304,0.4382388803477708,0.27181932697498645,0.15255083467679031,0.09443670104734969,0.07303857424574733,0.07210824195260002,0.14699671515720314,0.08581492154979187,0.0937274569750266,0.10845967302901816,0.125742519728405,0.13911825420230017,0.12527677884388888,0.10116607011303502,0.11038348371225104,0.10491230341078239,0.08620292646166083,0.13329008366108486,0.10000000000000009,0.10000000000000009,,,,,,,,,3.1263372285789677,1.689058556719289,0.6843013247032179,0.1305040617556299,0.2595741846182129,0.3383637567455966,0.31485481977597884,0.22670134373645423,0.2616018845700825,0.38502474092054895,0.29194472531176263,0.27877491391004905,0.39556897466236896,0.4055958367442405,0.2707323668282131,0.21866662301736706,0.1952398861011122,0.20247673843664304,0.2708352802646581,0.3079632611940848,0.3093396152159491,0.20454125820676983,0.37623430604373276,0.21695366571345676,0.09399517263985091,0.1182957412988368,0.1099089224666614,0.07209765831346537,0.08484532264470568,0.08779848674840074,0.07176633671057697,0.06167758603707818,0.06209910128058138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Revenue CC,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,0.11,0.13,0.13,0.11,0.11,0.11,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,  Product y/y,,,,,,,,,,,,,0.22045911968030807,0.40127175368139234,0.32844988168957356,0.4058802580032448,0.37403503740350375,0.1544463020460154,0.03983021942623255,0.005066426480522468,-0.018020211859247515,-0.02463623198400111,0.08134703695604628,-0.012392181023860194,0.009317155256398868,0.04342907644719407,0.06456016177957524,0.08750762076250163,0.06904055737877535,0.042976690608483636,0.07012711529024385,0.07200500632309037,0.05015185093983421,0.10844743296139292,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,  Service y/y,,,,,,,,,,,,,0.32238265727662596,0.40365906780891536,0.43351512146752613,0.477137823553327,0.5181636964089138,0.42433019551049966,0.2897097138641027,0.21095799922934355,0.17563250827993016,0.17399593289273008,0.21140231693363853,0.19208739923631746,0.1731650802647151,0.1653598106992067,0.179321438585617,0.1853876170986235,0.17080864486977276,0.1467531950471792,0.1422064270697767,0.13197795363400466,0.11285468093885775,0.1509912161927578,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Online Stores y/y,,,,,,,,,,,,0.1465270453518155,0.24252491694352152,0.4779892441954079,0.37989097862381915,0.45543947258908823,0.44333187820582776,0.15820550810528156,0.03292657704239921,-0.005658304615430931,-0.033496531256497986,-0.04330567940252461,0.07102238596772259,-0.023367385546727237,-0.0006454262747168649,0.04151017599056139,0.07063134476247446,0.0931645255768545,0.06994676687020518,0.04580296794169847,0.07236279183473893,0.07106303956452087,0.05006402048655567,0.10999783362218363,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1484709766072836,0.39719073679440986,0.12529072860769497,-0.009325678261848491,0.05394447373684108,0.06536796163400505,0.050000000000000044,0.050000000000000044,0.050000000000000044,0.050000000000000044,0.050000000000000044,0.050000000000000044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Third-party y/y,,,,,,,,,,,,0.3035941119330494,0.29961403823714217,0.5210667112522989,0.5467756584922798,0.5663762467041156,0.6374749637405899,0.37867546029128873,0.18672930123311793,0.10952537783144867,0.06858155130962929,0.09132947976878603,0.18200560778492503,0.19851583113456472,0.177027827116637,0.18103448275862077,0.1980046047582502,0.19868460882247718,0.16016096579476868,0.11966472844240994,0.10255663618892319,0.0901306274248721,0.05538212510116769,0.1145548465512003,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2577143525558545,0.4961961273041795,0.28505538495965776,0.13882708047133496,0.1897533045635258,0.11490649968226307,0.050000000000000044,0.050000000000000044,0.050000000000000044,0.050000000000000044,0.050000000000000044,0.050000000000000044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Subscription y/y,,,,,,,,,,,,0.3223036120232381,0.2795946568401657,0.2869974337040204,0.32580189630825096,0.3488061127029609,0.36429085673146155,0.31555333998005985,0.2398052343274497,0.15040362554878905,0.10949868073878632,0.10092206643930779,0.09266077565046626,0.13123230333620572,0.14827586206896548,0.13515374024782,0.14231158036616876,0.14136467515507678,0.2243968106037071,0.2907822922983627,0.4091445427728613,0.6483600305110602,0.17735115020297698,0.22887792655234507,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3559680948683561,0.3121811556481,0.26028484151227826,0.1085998489045581,0.14171730365154178,0.39804521375811386,0.10000000000000009,0.10000000000000009,0.10000000000000009,0.050000000000000044,0.050000000000000044,0.050000000000000044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ads y/y,,,,,,,,,,,,0.41145218417945695,0.4381443298969072,0.4060626249167223,0.5052983825989961,0.5370138017565873,0.6336405529953917,0.7652215114901681,0.4101519081141163,0.3219047619047619,0.23444601159692846,0.17527848610924712,0.25433526011560703,0.18948126801152743,0.20718547670432907,0.2199383350462487,0.26309174696271476,0.26797611836981905,0.12756336102639598,0.017130019657399576,-0.06484245439469316,-0.21468541012692777,0.09261331841074427,0.12350450947910918,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3935496636327662,0.4819679114013915,0.4926946107784431,0.21113607188703476,0.242905217414346,-0.05398030102758711,0.10000000000000009,0.10000000000000009,0.10000000000000009,0.050000000000000044,0.050000000000000044,0.050000000000000044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AWS y/y,,,,,,,,,,,,0.33970390309555865,0.32783264033264037,0.2895835819114665,0.28971650917176217,0.28008840667068524,0.32136216850963883,0.3701887490747595,0.3886733902249806,0.3953853398210643,0.3656965118862474,0.3329056654736984,0.27486033519553077,0.20236220472440936,0.157963234097934,0.12163736764780375,0.1227480767358069,0.13219197305641317,0.1724735412569074,0.1870370370370371,0.1905112971074201,0.189307552470666,0.1689499540679793,0.17472698907956308,0.10000000000000009,0.10000000000000009,,,,,,,,,,,,,,,,,,,,,,,,,,0.6968130921619293,0.5506345177664975,0.4288403306326214,0.46944269431238905,0.36526992788930035,0.29532347399074976,0.37099404893101173,0.28767563743931057,0.1331027766679984,0.18509867007503544,0.13430956896872326,0.19999999999999996,0.19999999999999996,0.1499999999999999,0.10000000000000009,0.10000000000000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gross Margin,,,,,,,,0.24272273876462705,0.28775544388609714,0.28067629802536115,0.2645289435703977,0.24323798849457323,0.26061602078142393,0.2524518625157459,0.25309688491341203,0.22139301501334077,0.2726275825208721,0.27649451715599577,0.2651698372017471,0.23383692836142403,0.2548349421180997,0.2843096821023805,0.28520625329462396,0.2711790568617463,0.30356946560090453,0.32522714926739243,0.3197235171194342,0.30191043827701647,0.3374641518913148,0.3421251807701145,0.33510199714244354,0.3244919911391327,0.3475238811051796,0.36324551883698464,0.34,0.34,,,,,,,,,,,,,,,,,,,,,,,,,0.17384366431428958,0.20508195802104554,0.22136674829211617,0.22872836854710848,0.2563646747134877,0.2664853380483527,0.24410719466202496,0.26045395915900066,0.27404213758042584,0.31216367859286515,0.28660196031406404,0.29202550579581815,0.2975009436768321,0.3028656198769204,0.30280742244620346,0.302776543093009,0.3027449135811754,,Discount,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROIC,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Net Cash,,,,,,,,,,,,,25855,38263,35473,52580,41402,39615,28933,47305,18829,2657,-257,2876,-2679,878,3071,28466,27440,34203,33161,48579,41191,42462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2876.0,28466.0,48579.0,90886.72813000002,147575.41995300498,220948.67022527254,305744.74678757193,400778.14039390185,506953.1314716623,,Terminal,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cash,,,,,,,,,,,,,49292,71391,68402,84396,73270,89894,78988,96049,66385,60710,58662,70026,64405,63970,64169,86780,85074,89092,88051,101202,94565,93180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70026.0,86780.0,101202.0,,,,,,,,NPV,1211669.141382834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AR,,,,,,,,,,,,,18857,19599,23735,23795,23849,24119,30933,32640,34987,38153,36647,34405,34170,36587,35406,33318,31147,34109,36103,34214,35864,57415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34405.0,33318.0,34214.0,,,,,,,,,112.12929311334759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Inventories,,,,,,,,,,,,,17836,19918,20832,24542,24289,26835,28610,32891,32504,34804,36154,42360,37646,39925,43420,52253,47768,50106,51638,55451,54216,40825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42360.0,52253.0,55451.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PP&E,,,,,,,,,,,,,77779,86517,99981,113114,121461,133502,147152,160281,168468,173706,177195,186715,190754,193784,196468,204177,209950,220717,237917,252665,272781,297616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186715.0,204177.0,252665.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Leases,,,,,,,,,,,,,26279,28537,34119,37553,39328,43346,52151,56082,56161,58430,62033,66123,68262,70332,70758,72513,73313,74575,76527,76141,78495,82125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66123.0,72513.0,76141.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Goodwill,,,,,,,,,,,,,14739,14751,14960,15017,15220,15350,15345,15371,20229,20195,20168,20288,22749,22785,22749,22789,22770,22879,23081,23074,23089,23155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20288.0,22789.0,23074.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OA,,,,,,,,,,,,,16456,17601,20150,22778,25660,27273,29227,27235,32033,33730,37503,42758,46392,50224,53913,56024,60947,63340,71309,82147,84246,87854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42758.0,56024.0,82147.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Assets,,,,,,,,,,,,,221238,258314,282179,321195,323077,360319,382406,420549,410767,419728,428362,462675,464378,477607,486883,527854,530969,554818,584626,624894,643256,682170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462675.0,527854.0,624894.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AP,,,,,,,,,,,,,40056,51036,58334,72539,63926,66090,71474,78664,68547,71219,67760,79600,66907,69481,72004,84981,73068,81817,84570,94363,89241,98285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79600.0,84981.0,94363.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AE,,,,,,,,,,,,,30791,33863,34327,44138,40939,41007,41546,51775,58141,56254,59974,62566,66382,64235,58812,64709,63970,60351,60602,66965,66331,66974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62566.0,64709.0,66965.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DR,,,,,,,,,,,,,8864,8997,9251,9708,10539,10695,10974,11827,12820,12818,12629,13227,14281,14522,14398,15227,15927,16004,16305,18103,20599,21662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13227.0,15227.0,18103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Leases,,,,,,,,,,,,,40300,42798,48589,52573,53067,56297,63848,67651,65731,66524,69332,72968,74267,75822,75891,77297,77052,78084,79802,78277,79871,83221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72968.0,77297.0,78277.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Debt,,,,,,,,,,,,,23437,33128,32929,31816,31868,50279,50055,48744,47556,58053,58919,67150,67084,63092,61098,58314,57634,54889,54890,52623,53374,50718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67150.0,58314.0,52623.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OLTL,,,,,,,,,,,,,12518,14764,15974,17017,19418,21148,23945,23643,23971,23458,22259,21121,20931,21853,21707,25451,26657,27226,29306,28593,27973,27535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21121.0,25451.0,28593.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE,,,,,,,,,,,,,65272,73728,82775,93404,103320,114803,120564,138245,134001,131402,137489,146043,154526,168602,182973,201875,216661,236447,259151,285970,305867,333775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146043.0,201875.0,285970.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L+SE,,,,,,,,,,,,,221238,258314,282179,321195,323077,360319,382406,420549,410767,419728,428362,462675,464378,477607,486883,527854,530969,554818,584626,624894,643256,682170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462675.0,527854.0,624894.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Model NI,,,,,,,,,,,,,2535,5243,6331,7222,8107,7778,3156,14323,-3844,2982,2872,3247,3172,6750,9879,10624,10431,13486,12940,20024,17074.836,18164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5257.0,30425.0,31503.311999999976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Reported NI,,,,,,,,,,,,,2535,5243,6331,7222,8107,7778,3156,14323,-3844,-2028,2872,278,3172,6750,9879,10624,10431,13485,15328,20004,17127,18164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2722.0,30425.0,59248.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D&A,,,,,,,,,,,,,5362,5748,6523,7618,7508,8038,8948,9802,8978,9594,10204,12685,11123,11589,12131,13820,11684,12038,13442,15631,14262,15227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41461.0,48663.0,52795.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SBC,,,,,,,,,,,,,1757,2601,2288,2562,2306,3591,3180,3680,3250,5209,5556,5606,4748,7127,5829,6319,4961,6722,5333,4995,3689,6534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19621.0,24023.0,22011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Other,,,,,,,,,,,,,67,282,67,-487,30,18,24,65,215,122,123,3445,534,47,-990,-339,2734,-95,-141,-486,-2817,-1258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3905.0,-748.0,2012.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Other,,,,,,,,,,,,,565,-769,-1051,-1327,-1456,-1258,340,-11932,8689,6104,-1272,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13521.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DT,,,,,,,,,,,,,322,465,295,-1636,1703,701,909,-3623,-2001,-1955,-825,-3367,-472,-2744,-1196,-1464,-938,-785,-1317,-1608,507,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8148.0,-5876.0,-4648.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WC,,,,,,,,,,,,,-7544,7036,-2489,16478,-13985,-6153,-9244,9771,-18077,-8081,-5254,10526,-14317,-6293,-4436,13505,-9883,-6084,-6674,7100,-15753,-6163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20886.0,-11541.0,-15541.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CFFO,,,,,,,,,,,,,3064,20606,11964,30430,4213,12715,7313,22086,-2790,8965,11404,29173,4788,16476,21217,42465,18989,25281,25971,45636,17015,32515,,,,,,,,,,,,,,-119.782,174.291,392.022,,,,,,,,,,,,,,,,,,,46752.0,84946.0,115877.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CapEx,,,,,,,,,,,,,-6795,-7459,-11063,-14824,-12082,-14288,-15748,-18935,-14951,-15724,-16378,-16592,-14207,-11455,-12479,-14588,-14925,-17620,-22620,-27834,-25019,-32183,-32183,-32183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-63645.0,-52729.0,-82999.0,-121568.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sale of CapEx,,,,,,,,,,,,,1367,844,1255,1629,895,1300,997,2465,1209,1626,1337,1152,1137,1043,1181,1235,990,1227,1342,1782,764,815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5324.0,4596.0,5341.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Acquisitions,,,,,,,,,,,,,-91,-118,-1735,-380,-630,-320,-654,-381,-6341,-259,-885,-831,-3513,-316,-1629,-381,-3354,-571,-622,-2535,48,-1700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8316.0,-5839.0,-7082.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Investments,,,,,,,,,,,,,-3375,-11071,-4333,-3463,3151,-8772,577,4271,20989,2279,318,5450,777,1055,1174,1133,-573,-5174,5001,-8856,-5596,-6356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29036.0,4139.0,-9602.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
