Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
,"Chegg Study Pack (Study, Writing, Math)",,,,,,,,Price,1.0,
,Chegg Study,,,,,,,,Shares,103.669879,Q224
,"Chegg Writing - EasyBib, Citation Machine, CiteThisForMe",,,,,,,,MC,103.669879,
,Chegg Math - Mathway,,,,,,,,Cash,605.389,Q224
,Busuu - language learning,,,,,,,,Debt,600.917,Q224
,,"Course Hero, Quizlet, Khan Academy, and Brainly",,,,,,,EV,99.197879,
,,Grammarly,,"Photomath, Gauthmath, and Symbolab",,,,,,,
,Chegg Skills - corporate,,,Duolingo and Babbel,,,,,,,
,,,,"General Assembly, Galvanize, Inc., Flatiron School, Codecademy, DataCamp, and Lambda, Inc.",,,,,,,
,,,,"2U, Inc., Simplilearn, and Kenzie Academy.",,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,EasyBib,,,,,Founded: 2005,,
