Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
,,,,,,,,,,,Price,79.07,
,,,,,,,,,,,Shares,1330.423708,Q422
,,,,,,,,,,,MC,105196.60259155999,
,,,,,,,,,,,Cash,10573.0,Q122
,,,,,,,,,,,Debt,24114.0,Q122
,,,,,,,,,,,EV,118737.60259155999,
