Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
,Name,Indication,Class,Approval,Admin,Economics,,Price DKK,317,
,NovoLog/NovoRapid (insulin aspart),Type 2 Diabetes,Insulin Analog,2000-06-07 00:00:00,SC,1,,Shares,4446,Q125
,NovoLog Mix/NovoMix (insulin aspart/protamine),Type 2 Diabetes,Insulin Analog,2001-11-01 00:00:00,SC,1,,MC DKK,1409382,
,Levemir (insulin detemir),Type 2 Diabetes,Insulin Analog,2005-06-16 00:00:00,SC,1,,Cash DKK,47876,Q125
,Victoza (liraglutide),Type 2 Diabetes,GLP-1,2010-01-25 00:00:00,SC qd,1,,Debt DKK,121115,Q125
,NovoLin,Type 2 Diabetes,Insulin,1991-06-25 00:00:00,SC,1,,EV,1482621,
,Norditropin,Growth Hormone Deficiency,HGH,,,,,,,
,"Tresiba (insulin degludec), fka NN1250",Type 2 Diabetes,Insulin Analog,,SC,1,,,,
,Wegovy (semaglutide),Obesity,GLP-1,2021-06-24 00:00:00,SC qw,1,,Founded: 1923,,
,Ozempic (semaglutide),Type 2 Diabetes,GLP-1,2017-12-05 00:00:00,SC qw,1,,CEO: Lars Jorgensen fired.,,
,Rybelsus (semaglutide),Type 2 Diabetes,GLP-1,,Oral,1,,CFO: Karsten Knudsen,,
,Awiqli (insulin icodec),Type 2 Diabetes,Insulin Analog,"CH, CA, EU, JP, rejected in US",qw,1,,"EVP, International Operations: Maziar Mike Doustdar",,
,Ryzodeg,Type 2 Diabetes,,,,,,"EVP, Development: Martin Holst Lange",,
,Fiasp,Type 2 Diabetes,,,,,,"EVP US Operations, BD: David Moore",,
,Saxenda (liraglutide),Type 2 Diabetes,GLP-1,,SC qd,1,,"EVP, CSO: Marcus Schindler",,
,"Xultophy (degludec+liraglutide), FKA NN9068",Type 2 Diabetes,GLP-1/Insulin,Filed,,,,"EVP, Commercial: Camilla Sylvest fired",,
,NovoNorm,,,,,,,"EVP, People: Tania Sabroe",,
,needles,,,,,,,"EVP Quality, IT: Thilde Hummel Bogebjerg",,
,GlucaGen Hypokit,,,,,,,EVP Product & Portfolio Strategy: Ludovic Helfgott,,
,Esperoct,Hemophilia A,rhFVIII,2019,IV,,,,,
,Refixia (nonacog beta pegol),Hemophilia B,,,,,,"Kalundborg, Hillerod - Denmark",,
,NovoThirteen (NN1841),FXIII Deficiency,rhFXIII,,,,,"Chartres, France",,
,NovoEight,,,,,,,,,
,Sogroya (somapacitan),Growth Hormone Deficiency,,"US 4/28/23, EU, JP",,,,Macirelin,,
,Vagifem,,,,,,,Inversago Pharma,,
