Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
,,,,,,,,,,,Price,45.0,
,,,,,,,,,,,Shares,4223.0,Q424
,,,,,,,,,,,MC,190035.0,
,,,,,,,,,,,Cash,4194.0,Q424
,,,,,STOCK,,0.060632702247957436,Verizon Equity,,,Debt,144014.0,Q424
,,,,,4/2/2035 5.25%,,0.05139,Verizon Bond,,,EV,329855.0,
,,,,,2/15/2035 4.625%,,0.04625,US Treasury,,,,20000.0,
,,,,,,,,,,,,0.060632702247957436,
