Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31
,Orthopedic and Neurosurgery franchise - Michael Mahoney is Group Chairman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,  DePuy Mitek: sports medicine & soft tissue repair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,  Codman: Neuro-surgical solutions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,$48bn WW market in 2012 for orthopaedics.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,,,,,,,,,,,,,,,
,  Mitek,25.0,40.0,62.0,95.10000000000001,117.12,138.98160000000001,162.16884,177.0,223.33999999999997,269.91119999999995,314.48414399999996,361.14063647999996,407.88191071679995,460.81709575324794,509.21840560013277,,0.6,0.55,0.5338709677419357,0.23154574132492106,0.18665983606557385,0.1668367611252135,0.09145505388088127,0.2618079096045196,0.20852153667054707,0.16513929025546184,0.14835880717725472,0.12942679254370903,0.12978066358329354,0.10503366800610649
,    U.S.,20.0,30.0,42.0,65.10000000000001,78.12,92.1816,106.00883999999999,112.0,131.04,148.07519999999997,165.84422399999997,185.74553088,206.17753927680002,228.85706859724803,251.74277545697285,,0.5,0.4,0.55,0.2,0.18,0.15,0.22,0.17,0.13,0.12,0.12,0.11,0.11,0.1
,    International,5.0,10.0,20.0,30.0,39.0,46.8,56.16,65.0,92.3,121.836,148.63992,175.39510559999997,201.70437143999993,231.9600271559999,257.47563014315995,,1.0,1.0,0.4,0.3,0.2,0.2,0.31,0.42,0.32,0.22,0.18,0.15,0.15,0.11
,  Core DePuy,494.0,532.0,579.315,700.183625,1701.5683225,1816.0,2053.0,2360.0,2783.736,3150.0888,,,,,,,,,0.2086405927690461,1.430174402464782,0.06725070982273178,0.1305066079295154,0.14953726254262056,0.17954915254237283,0.13160472113734928,-1.0,,,,
,    U.S.,308.0,333.0,359.97,394.31600000000003,1033.68864,1123.0,1318.0,1532.0,1758.7359999999999,1940.9248,,,,,,,0.08116883116883117,0.08099099099099108,0.09541350668111231,1.6214727274571663,0.08640063994511918,0.1736420302760463,0.16236722306525037,0.148,0.10359076063718496,-1.0,0.12,0.105,0.105,0.105
,    International,186.0,199.0,219.345,305.867625,667.8796825,693.0,735.0,828.0,1025.0,1209.164,,,,,,,0.06989247311827956,0.1022361809045226,0.39445907132599317,1.1835579443885242,0.0376120402494802,0.06060606060606061,0.12653061224489795,0.23792270531400966,0.1796721951219512,-1.0,0.1,0.1,0.1,0.1
, Total  DePuy,519.0,572.0,641.315,795.283625,1818.6883225000001,1954.9815999999998,2215.16884,2537.0,3007.076,3420.0,,,,,,,,,0.24008268167749072,1.28684241109579,0.07494042591786625,0.13308935490748353,0.14528516029505012,0.18528813559322035,0.13731744724775827,-1.0,,,,
,     U.S.,328.0,363.0,401.97,459.41600000000005,1111.8086400000002,1215.1816,1424.00884,1644.0,1889.7759999999998,2089.0,,,,,,,,,0.14291116252456657,1.4200477127483588,0.09297729508560006,0.17184858625245814,0.15448721512150165,0.14949878345498774,0.1054220182709486,-1.0,,,,
,     International,191.0,209.0,239.345,335.867625,706.8796825,739.8,791.16,893.0,1117.3,1331.0,148.63992,175.39510559999997,201.70437143999993,231.9600271559999,257.47563014315995,,,,0.4032782176356305,1.104637749768231,0.0465713166115791,0.06942416869424171,0.12872238232468786,0.25117581187010074,0.19126465586682184,-0.8883246280991735,0.17999999999999985,0.14999999999999983,0.14999999999999994,0.1100000000000002
