Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
,Name,Indication,,,,,,,Price DKK,40.15,
,Rexulti (brexpiprazole),,,,,,,,Shares,991.7,Q224
,Brintellix/Trintellix (vortioxetine),,,,,,,,MC DKK,39816.755,
,Abilify Maintena/Asimtufii (aripiprazole),,,,,,,,Cash DKK,6237.0,Q224
,Vyepti (eptinezumab),Migraine,,,,,,,Debt DKK,3718.0,Q224
,Cipralex/Lexapro (escitalopram),Depression,,,,,,,EV DKK,37297.755,
