Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
,Brand Name,Generic Name,Indication,Economics,Approval,MOA,Competition,NDA,Admin
,Cayston,aztreonam lysine,Cystic Fibrosis,1,2010-02-22 00:00:00,Inhaled Antibiotic,TOBI,,
,Epclusa,sofosbuvir; velpatasvir,HCV,1,,,,,
,Flolan,,PAH,GSK,9/20/1995,,,,
,Genvoya,cobicistat; elvitegravir; emtricitabine; TAF,HIV,,,,,,
,Stribild,cobicistat; elvitegravir; emtricitabine; TDF,HIV,,,,,,
,Tybost,cobicistat,PK Booster,,,,203094,,
,Vitekta,elvitegravir,HIV,,,,,,
,Vosevi,velpatasvir; sofosbuvir; voxilaprevir,HCV,1,,,,,
,Ranexa,Angina,1,,CCBs,XR patent,,,
,Truvada (tenofovir/emtricitabine),HIV,1,2/8/2004,Combivir,2017+,,,
,Viread (tenofovir),"HIV, HBV",1,10/26/2001,Combivir,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,GS9620,,,,,,,,
,GS9260,,,,,,,,
,GS9411 (not listed on pipeline chart),Cystic Fibrosis,Parion,I,Sodium Channel,,,,
,GS9310/11,CF/COPD,1,II,Fosfomycin/TOBI,TOBI,,,
,GS9190 (tegobuvir),HCV,1,II,non-nucleoside PI,,,,
,GS5806,,,,,,,,
,GS9451,HCV,1,II,NS3 Protease Inhibitor,,,,
,GS5885,HCV,1,IIb,NS5A inhibitor,,,,
,GS5806,RSV,1,II,Fusion Inhibitor,,,,
,GS9973,CLL,1,II,Syk kinase inhibitor,,,,
