Main,Unnamed: 1,Unnamed: 2
,Brand,fka
,Generic,beprocitinib
,Indication,"SLE, dermatomyositis"
,Economics,PFE
,Clinical Trials,
,,Phase III SLE
,,"Enrollment completes August 2022, data 2H23"
