Main,Unnamed: 1,Unnamed: 2
,Brand Name,Doribax
,Generic Name,doripenem
,Indication,cUTI and cIAI
,Class,carbapenem
,Mechanism,  active against a wide range of Gram-positive and Gram-negative bacterias
,Administration,IV
,Timeline,HAP complete response letter received 8/21/08.
,Clinical Trials,
,,
,,83% clinical cure rate in patients with complicated intra-abdominal infections
,,"n=486 (315 microbiologically evaluable), 83.3% doripenem cure rate and 83% for meropenem"
,,"9.5% nausea, 7.4% diarrhea, 7% anemia, 6.6% vomiting"
