Main,Unnamed: 1,Unnamed: 2,Unnamed: 3
,Brand Name,"Adcirca, aka Cialis",
,Generic Name,tadalafil,
,Pricing,"$12,000/year at 40mg, $6,000/year at 20mg.",
,Dosing,Oral qd vs tid for Revatio,
,Rx,,
,,,
,Date,TRX,NRX
,2010-09-03 00:00:00,462,174
,2010-08-27 00:00:00,428,151
