Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
,Name,MOA,Indication,Phase,,,,,,Price,28.66,
,"IDE196 (LXS196), darovasertib",PKC inhibitor,uveal melanoma,II/III,,,,,,Shares,87.643,Q225
,IDE705 (GSK101),Pol Theta,Oncology,I,,,,,,MC,2511.84838,
,IDE275 (GSK959),WRN,Oncology,I,,,,,,Cash,991.8689999999999,Q225
,IDE849,DLL3 ADC,Oncology,,,,,,,Debt,0.0,Q225
,IDE161,PARG,Oncology,,,,,,,EV,1519.97938,
,IDE034,,,,,,,,,,,
,IDE574,,,,,,,,,PIC,1730.633,
,IDE892,,,,,,,,,AD,-772.51,
,,,,,,,,,,,,
,,,,,,,,,,Established,2015.0,
