Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
,Brand Name,Concerta Extended-Release,,,,,,,,,,
,Generic Name,methylphenidate extended-release,,,,,,,,,,
,Label,http://www.concerta.net/concerta/assets/prescribing_info.pdf#zoom=56,,,,,,,,,,
,Indication,ADHD,,,,,,,,,,
,Mechanism,Stimulant blocks the reuptake of dopamine and norepinephrine. Same mechanism as Ritalin.,,,,,,,,,,
,Approved,April 2000 approval.,,,,,,,,,,
,Competition,"Adderall (generic), Adderall XR (Shire), Vyvanse (Shire), Ritalin (generic), Strattera (Lilly), Daytrana.",,,,,,,,,,
,IP,IPXL and ADRX suing. CP holding up generics? OROS patents are orange-book listed and expire in 2017-2018.,,,,,,,,,,
,,JNJ filed Citizen Petition 3/19/2004. ,,,,,,,,,,
,,http://www.fda.gov/ohrms/DOCKETS/,,,,,,,,,,
,Economics,1,,,,,,,,,,
,Clinical Studies,,,,,,,,,,,
,,3 Phase III ADHD Trials - Children vs Placebo.  N=416 (3 studies),,,,,,,,,,
,,Study 1 - Approx 7 vs 11.5 symptoms Concerta vs Placebo.  N=122,,,,,,,,,,
,,"Study 2 - Approx 5 vs 10.5 "" ",,,,,,,,,,
,,"Study 3 - Approx 6 vs 10 """,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,Rx,,TRx,NRx,,,,,,,,
,,2007-06-01 00:00:00,132809,132496,,,,,,,,
,,2007-05-25 00:00:00,158528,158166,,,,,,,,
,,2006-06-01 00:00:00,130823,130410,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,2000,2001,2002,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0
,US,,,,,,,,,,,
,ROW,,,,,,,,,,,
,WW,,,,,,774.0,929.0,1027.0,1142.5,,
