Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
,,2025.0,2026.0,2027.0,2028.0,2029.0,2030.0,2031.0,2032.0,2033.0,2034.0,2035.0,2036.0,2037.0,,
,Patients,0.0,100.0,250.0,400.0,450.0,500.0,550.0,600.0,650.0,700.0,750.0,800.0,850.0,,
,Price,0.5,0.55,0.6050000000000001,0.6110500000000001,0.6171605000000001,0.6233321050000001,0.6295654260500001,0.6358610803105001,0.6422196911136051,0.6486418880247412,0.6551283069049886,0.6616795899740384,0.6682963858737788,,
,Revenue,0.0,55.00000000000001,151.25000000000003,244.42000000000004,277.72222500000004,311.6660525000001,346.26098432750007,381.5166481863001,417.44279922384334,454.04932161731887,491.34623017874145,529.3436719792307,568.051927992712,,
,COGS,0.0,5.500000000000001,15.125000000000004,24.442000000000007,27.772222500000005,31.16660525000001,34.626098432750005,38.15166481863001,41.74427992238434,45.40493216173189,49.13462301787415,52.93436719792308,56.8051927992712,,
,Gross Profit,0.0,49.50000000000001,136.12500000000003,219.97800000000004,249.95000250000004,280.49944725000006,311.6348858947501,343.36498336767005,375.698519301459,408.644389455587,442.2116071608673,476.4093047813077,511.24673519344077,,
,SG&A,50.0,50.0,50.0,48.884000000000015,55.54444500000001,62.33321050000002,69.25219686550001,76.30332963726002,83.48855984476867,90.80986432346378,98.2692460357483,105.86873439584616,113.6103855985424,,
,Operating Income,-50.0,-0.4999999999999929,86.12500000000003,171.09400000000002,194.40555750000004,218.16623675000005,242.38268902925006,267.06165373041006,292.2099594566903,317.8345251321232,343.94236112511896,370.54057038546154,397.6363495948984,,
,Interest Income,0.0,0.0,,,,,,,,,,,,,
,Pretax Income,-50.0,-0.4999999999999929,86.12500000000003,171.09400000000002,194.40555750000004,218.16623675000005,242.38268902925006,267.06165373041006,292.2099594566903,317.8345251321232,343.94236112511896,370.54057038546154,397.6363495948984,,
,Taxes,0.0,0.0,17.225000000000005,34.21880000000001,38.88111150000001,43.63324735000001,48.476537805850015,53.41233074608201,58.44199189133806,63.56690502642464,68.7884722250238,74.10811407709231,79.52726991897968,,
,Net Income,-50.0,-0.4999999999999929,68.90000000000002,136.8752,155.52444600000004,174.53298940000005,193.90615122340006,213.64932298432805,233.76796756535222,254.26762010569854,275.1538889000952,296.43245630836924,318.1090796759187,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Discount,0.09
,,,,,,,,,,,,,,,ROIC,0.01
,,,,,,,,,,,,,,,NPV,1053.1443670097135
,,,,,,,,,,,,,,,Share,10.786987401642035
