Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26
,,Q122,Q222,Q322,Q422,Q123,Q223,Q323,Q423,Q124,Q224,Q324,Q424,Q125,Q225,Q325,Q425,,,2020.0,2021.0,2022.0,2023.0,2024.0,2023.0,
,Customers,,,,,,,,205.091,,,,,,,,,,,103.994,135.442,167.386,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,Subscription,,,435.03,458.152,489.743,517.678,545.832,570.225,603.798,623.763,,,,,,,,,853.025,1258.319,1690.538,,,,
,Services,,,8.928,11.506,11.877,11.46,11.725,11.689,13.616,13.467,,,,,,,,,30.001,42.339,40.431,,,,
,Revenue,0,0,443.95799999999997,469.658,501.62,529.138,557.557,581.914,617.414,637.23,669.7,703.2,,,,,,,883.026,1300.658,1730.969,2170.2290000000003,2627.544,,
,COGS,,,82.127,80.265,80.329,84.956,87.526,88.635,95.088,95.517,95.517,95.517,,,,,,,166.959,258.857,314.259,,381.63899999999995,,
,Gross Profit,,,361.83099999999996,389.39300000000003,421.291,444.182,470.031,493.279,522.326,541.713,574.183,607.683,,,,,,,716.067,1041.801,1416.71,2170.2290000000003,2245.9049999999997,,
,R&D,,,114.038,116.334,127.683,169.955,156.871,163.234,175.637,198.18,198.18,198.18,,,,,,,205.589,301.97,442.022,,600.0,,
,S&M,,,229.541,235.132,250.683,265.294,271.448,281.136,300.282,293.794,293.794,293.794,,,,,,,452.081,649.681,886.069,,600.0,,
,G&A,,,50.465,51.413,57.405,61.222,61.308,69.708,68.858,72.597,72.597,72.597,,,,,,,109.225,144.949,197.72,,50.0,,
,Operating Expenses,,,394.044,402.879,435.77099999999996,496.471,489.62699999999995,514.078,544.777,564.571,564.571,564.571,,,,,,,766.895,1096.6000000000001,1525.811,0.0,1250.0,,
,Operating Income,,,-32.21300000000002,-13.48599999999999,-14.479999999999961,-52.28899999999999,-19.595999999999947,-20.798999999999978,-22.451000000000022,-22.85800000000006,9.611999999999966,43.111999999999966,,,,,,,-50.827999999999975,-54.799000000000206,-109.10099999999989,2170.2290000000003,995.9049999999997,,
,Interest Income,,,2.55,0.592,8.748,12.935,13.567,15.098,30.953000000000003,21.253,,,,,,,,,-29.987,-19.019,4.409,,52.206,,
,Pretax Income,,,-29.66300000000002,-12.89399999999999,-5.731999999999962,-39.353999999999985,-6.028999999999947,-5.700999999999977,8.501999999999981,-1.6050000000000608,,,,,,,,,-80.81499999999997,-73.81800000000021,-104.69199999999988,2170.2290000000003,1048.1109999999996,,
,Taxes,,,1.748,2.744,2.418,8.569,0,4.36,1.786,11.753,,,,,,,,,4.216,4.019,8.057,,13.539,,
,Net Income,,,-31.411000000000023,-15.63799999999999,-8.149999999999963,-47.92299999999999,-6.028999999999947,-10.060999999999979,6.7159999999999815,-13.358000000000061,,,,,,,,,-85.03099999999996,-77.83700000000022,-112.74899999999988,2170.2290000000003,1034.5719999999997,1344.9435999999996,1748.4266799999996
,EPS,,,-0.6534836790313525,-0.32053620841617625,-0.163974005593223,-0.964187272398044,-0.12045713372360085,-0.19983315788428266,0.13041283156627406,-0.26189589255955414,,,,,,,,,-1.8998368970216941,-1.6599560683286818,-2.345760948715279,45.15196088629981,21.524435660043686,,
,Shares,,,48.067,48.787,49.703,49.703,50.051,50.347,51.498,51.005,,,,,,,,,44.757,46.891,48.065,48.065,48.065,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,Revenue y/y,,,,,,,0.2558778082611419,0.23901647581857421,0.2308400781468043,0.20427941293197605,,,,,,,,,,0.47295549621415445,0.33084100509126935,0.2537653765029877,0.21072200214816017,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,81.07,76.543,,,127.088,117.828,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,88.913,238.728,273.174,,,,
