Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
,Optimus,,,,,,,,Price,446.0,
,"Model Y: $30,990 - compact SUV",,,,,,,,Shares,3526.0,Q325
,"Model 3: $29,490 - is a four-door mid-size sedan, mass market",,,,,,,,MC,1572596.0,
,Model S: four-door sedan,,,,,,,,Cash,41647.0,Q325
,Model X: mid-sized SUV,,,,,,,,Debt,7702.0,Q325
,Semi,,,,,,,,EV,1538651.0,
,Roadster,,,,,,,,,,
,Cybertruck,,,,,,,,,,
,FSD:,,,,,,,,,,
,"Cybercab: Robotaxi style product, will compete with Cruise and Waymo. Launch 2025.",,,,,,,,teslarati.com,,
,Solar Roof,,,,,,,,,,
,Insurance,,,,,,,,,,
,,,,,,,,,,,
,Energy Storage,,,,,,,,,,
,Powerwall - consumer product,,,,,,,,,,
,Megapack - industrial,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,IPO 6/29/2010,,
,4/2/22: Q1 deliveries number.,,,,,,,,August 2020 split,,
,,,,,,,,,August 2022 split,,
