Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
,Brand Name,"Januvia, Janumet, MK-0431/A",,
,Generic Name,sitagliptin,,
,Indication,Type 2 diabetes mellitus.,,
,Mechanism,DPP4 inhibitor. Dipeptidyl peptidase-4 inhibition potentiates endogenous peptides known as incretins.,,
,,  Native GLP1 effectively lowers blood glucose but is rapidly degraded by DPP4. Byetta is DPP4-resistant.,,
,,  DPP4 is a membrane-spanning cell-anchored protein expressed on many cell types. It also has a soluble form in circulation.,,
,Price,$4.86 a day,,
,Dosing,qd dosing vs bid dosing for Galvus,,
,,planning fixed combination with metformin. That will be filed in 2007 but will be twice daily,,
,Papers,"Fresh from the pipeline: sitagliptin. Drucker et al. Nature Reviews Drug Discovery, Volume 6, Feb 2007. 109.",,
,,"The biology of incretin mhormones. Cell Metab. 3,153-165(2006). Drucker, D.",,
,,"Therapeutic strategies based on glucagon-like peptide-1. Diabetes 53,2181-2189(2004). Deacon et al.",,
,,"Enhanced insulin secretion and improved glucose tolerance in mice lacking CD26. PNAS 97,6874-6879(2000). Marguet et al.",,
,History,Approved October 2006.,,
,IP,2017-2026.,,
,,"2026, 7326708: salt patent.",,
,,"2022, 6699871: COM patent issued 3/2/2004. Filed 7/5/2002.",,
,,"2017, 6303661: DPP4 method patent.",,
,Clinical Trials,,,
,,ADA Abstracts,,
,,,556-P,24-week data showed PBO-subtracted 0.70% a1c decrease; (8% baseline)
,,,1995-PO,24-week data showed PBO-subtracted 0.79% and 0.94% a1c decrease (8% baseline)
,,,1996-PO,24-week data showed PBO-subtracted 0.60% and 0.48% a1c decrease (8.1% baseline)
,,,,
,,ACT NOW - ADA 2008,,
,,supports earlier use of glucose control to delay onset of diabetes,,
,,,,
,Rx,,,
,,,NRX,TRX
,,2008-11-14 00:00:00,,
,,2008-11-07 00:00:00,70921,198960
,,2008-10-31 00:00:00,,
,,2008-10-24 00:00:00,,
,,2008-10-17 00:00:00,,
,,2007-10-05 00:00:00,37141,94650
,,2007-09-28 00:00:00,36584,89911
,,2007-09-21 00:00:00,36273,88447
,,2007-09-14 00:00:00,,
,,2007-09-07 00:00:00,,
,,2007-08-31 00:00:00,,
,,2007-08-24 00:00:00,,
,,2007-08-17 00:00:00,,
,,2007-08-10 00:00:00,,
,,2007-08-03 00:00:00,,
,,2007-07-27 00:00:00,,
,,2007-07-20 00:00:00,,
,,2007-07-13 00:00:00,,
,,2007-07-06 00:00:00,,
,,2007-06-29 00:00:00,,
,,2007-06-22 00:00:00,,
,,2007-06-15 00:00:00,,
,,2007-06-08 00:00:00,,
,,2007-06-01 00:00:00,,
,,2007-05-25 00:00:00,,
,,2007-05-18 00:00:00,,
,,2007-05-11 00:00:00,,
,,2007-05-04 00:00:00,,
,,2007-04-27 00:00:00,,
,,2007-04-20 00:00:00,21590,43676
,,2007-04-13 00:00:00,20981,42146
,,2007-04-06 00:00:00,21119,41949
,,2007-03-30 00:00:00,,
,,2007-03-23 00:00:00,,
,,2007-03-16 00:00:00,,
,,2007-03-09 00:00:00,,
,,2007-03-02 00:00:00,,
,,2007-02-23 00:00:00,,
,,2007-02-16 00:00:00,,
,,2007-02-09 00:00:00,,
,,2007-02-02 00:00:00,,
,,2007-01-26 00:00:00,,
,,2007-01-19 00:00:00,,
,,2007-01-12 00:00:00,16007,22641
,,2007-01-05 00:00:00,12984,18705
,,2006-12-29 00:00:00,11492,15624
,,2006-12-22 00:00:00,13343,16352
,,2006-12-15 00:00:00,12660,15185
,,2006-12-08 00:00:00,,13285
,,2006-12-01 00:00:00,,10771
,,2006-11-24 00:00:00,,6765
,,2006-11-17 00:00:00,,7231
