Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
,Patent,Title,Assignee,Filed,Issued,Comment,Importance
,11384122,Compositions and methods for preventing and treating coronavirus infection--SARS-CoV-2 vaccines,,,,,1
,11384099,Pyrazolopyridinone compounds,Janssen Pharmaceutica NV,2018-11-23 00:00:00,2022-07-12 00:00:00,"FGFR inhibitors, Shanghai inventors",3
,11384075,Quinolinone compounds,Janssen Pharmaceutica NV,2018-06-26 00:00:00,2022-07-12 00:00:00,"FGFR inhibitors, Shanghai inventors",3
,11377640,Differentiation of human embryonic stem cells into single hormonal insulin positive cells,,,,,1
,"D956,215",Autoinjector,,,,,1
,11369642,Methods for lowering blood glucose,"Janssen Biotech, Inc.",2019-08-13 00:00:00,2022-06-28 00:00:00,Beta cell transplant,2
,11369612,Treatment of RSV with combination product,Janssen Sciences Ireland Unlimited Company,2018-12-04 00:00:00,2022-06-28 00:00:00,Combination of small molecules,3
,11369606,Combinations comprising positive allosteric modulators or orthosteric agonists of metabotropic glutamatergic receptor subtype 2 and their use,Janssen Pharmaceutica NV,2019-12-19 00:00:00,2022-06-28 00:00:00,SV2A combination,3
,11365244,Anti-PHF-tau antibodies and uses thereof,"Janssen Biotech, Inc.",2020-08-06 00:00:00,2022-06-21 00:00:00,Tauopathies,4
,11365222,Trimer stabilizing HIV envelope protein mutations,Janssen Vaccines & Prevention B.V.,2020-08-13 00:00:00,2022-06-21 00:00:00,HIV vaccine enabling tool,3
,11364310,Recombinant virus replicon systems and uses thereof,"JANSSEN PHARMACEUTICALS, INC. (Titusville, NJ)",2017-08-03 00:00:00,2022-06-21 00:00:00,,2
,11359029,FC engineered anti-TNFR superfamily member antibodies having enhanced agonistic activity and methods of using them,"Janssen Biotech, Inc. (Horsham, PA)",2020-04-06 00:00:00,2022-06-14 00:00:00,OX-40 E345R mutation specific,4
,11345739,CD137 binding fibronectin type III domains,,,,,
,8785605,IL-25 antibodies,,,,,
,8785486,mGluR2 pams,,,,,
,8784810,A-Beta antibodies,,,,,
,8779158,Acetylcholine pams,,,,,
,8778966,PARP/tank inhibitor,,,,,
,8778956,ORL-1,,,,,
,8778920,Kinase inhibitor,,,,,
,8778919,GSK-3,,,,,
,8772504,Gamma secretase,,,,,
,8772494,ApoB,,,,,
,8772325,Opioid,,,,,
