Main,Unnamed: 1,Unnamed: 2
,Brand,CDR132L
,MOA,miR-132 ASO
,Origin,3/24 acquisition of Cardior for up to 1B EUR
,Clinical Trials,
,,Phase II CHF with cardiac hypertrophy
