Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22
,,Q123,Q223,Q323,Q423,Q124,Q224,Q324,Q424,Q125,Q225,Q325,Q425,,,2020.0,2021.0,2022.0,2023.0,2024.0,2025.0,2026.0
,Security,,,,,,,,,,,,,,,,,1541.941,1765.267,2042.661,,
,Delivery,,,,,,,,,,,,,,,,,1669.257,1542.434,1318.131,,
,Compute,,,,,,,,,,,,,,,,,405.456,504.219,630.376,,
,Revenue,915.698,935.721,965.484,995.0170000000002,986.97,979.58,1004.679,1019.9390000000001,,,,,,,,,3616.654,3811.92,3991.168,,
,COGS,361.316,373.275,383.075,393.3970000000001,394.743,402.888,408.806,414.35599999999994,,,,,,,,,1383.819,1511.063,1620.793,,
,Gross Profit,554.3820000000001,562.446,582.4090000000001,601.6200000000001,592.2270000000001,576.692,595.873,605.5830000000001,,,,,,,,,2232.835,2300.857,2370.375,,
,R&D,91.863,99.041,105.942,109.202,116.932,113.352,120.347,120.24499999999999,,,,,,,,,391.434,406.048,470.876,,
,S&M,129.107,136.554,132.309,135.25600000000006,134.57,139.039,138.551,144.62099999999998,,,,,,,,,502.409,533.226,556.781,,
,G&A,146.139,151.811,147.326,155.57499999999993,152.43,153.854,159.957,155.54399999999993,,,,,,,,,584.206,600.851,621.785,,
,Operating Expenses,367.10900000000004,387.406,385.577,400.033,403.932,406.245,418.85499999999996,420.4099999999999,,,,,,,,,1478.049,1540.125,1649.442,,
,Operating Income,187.27300000000002,175.04000000000002,196.8320000000001,201.5870000000001,188.29500000000007,170.447,177.0180000000001,185.17300000000017,,,,,,,,,754.7860000000001,760.732,720.933,,
,Interest Income,2.6109999999999998,1.3520000000000003,6.425000000000001,17.097,21.023000000000003,19.799,16.330000000000002,16.010999999999996,,,,,,,,,-7.838,27.485000000000003,73.163,,
,Pretax Income,189.88400000000001,176.39200000000002,203.25700000000012,218.6840000000001,209.31800000000007,190.246,193.3480000000001,201.18400000000017,,,,,,,,,746.9480000000001,788.217,794.096,,
,Taxes,29.78,21.191,20.326,35.07599999999999,12.844,35.148,15.899,18.203999999999994,,,,,,,,,126.696,106.373,82.095,,
,Net Income,160.104,155.20100000000002,182.93100000000013,183.60800000000012,196.47400000000007,155.098,177.4490000000001,182.9800000000002,,,,,,,,,620.2520000000001,681.8439999999999,712.001,,
,EPS,1.0254203093476801,1.011384519139286,1.1803827689448696,1.1815414711995735,1.2477233180496112,1.0098314972523896,1.1579809449229972,1.1855182512018465,,,,,,,,,3.8652931755438815,4.387755233370013,4.6130188019125855,,
,S/O,156.135,153.454,154.976,155.397,157.466,153.588,153.24,154.346,,,,,,,,,160.467,155.397,154.346,,
,,,,,,,,,,,,,,,,,,,,,,
,Revenue y/y,,,,,0.07783352153220835,0.04687187740790266,0.04059621909840039,0.025046808245487107,,,,,,,,,,0.0539907881705024,0.04702302251883572,,
,Gross Margin,0.6054201275966531,0.6010830151295098,0.6032300897788053,0.6046328856692901,0.6000455940910059,0.5887135302884909,0.5930978949495312,0.5937443317688608,,,,,,,,,0.6173758949570515,0.603595301055636,0.5939050924441166,,
,,,,,,,,,,,,,,,,,,,,,,
,Cash,,,,,,,,,,,,,,,,,,,1872.1750000000002,,
,AR,,,,,,,,,,,,,,,,,,,727.687,,
,Prepaids,,,,,,,,,,,,,,,,,,,253.827,,
,PP&E,,,,,,,,,,,,,,,,,,,1995.071,,
,Lease,,,,,,,,,,,,,,,,,,,1006.738,,
,Goodwill,,,,,,,,,,,,,,,,,,,3878.6620000000003,,
,DTA,,,,,,,,,,,,,,,,,,,483.249,,
,Other,,,,,,,,,,,,,,,,,,,151.376,,
,Assets,,,,,,,,,,,,,,,,,,,10368.785,,
,Tangible,,,,,,,,,,,,,,,,,,,6490.123,,
,,,,,,,,,,,,,,,,,,,,,,
,AP,,,,,,,,,,,,,,,,,,,130.447,,
,AE,,,,,,,,,,,,,,,,,,,370.888,,
,DR,,,,,,,,,,,,,,,,,,,175.536,,
,Debt,,,,,,,,,,,,,,,,,,,3545.811,,
,Lease,,,,,,,,,,,,,,,,,,,1088.7939999999999,,
,OCL,,,,,,,,,,,,,,,,,,,178.952,,
,SE,,,,,,,,,,,,,,,,,,,4878.357,,
,L+SE,,,,,,,,,,,,,,,,,,,10368.785,,
,,,,,,,,,,,,,,,,,,,,,,
,CFFO,233.499,366.3109999999999,359.43600000000004,389.1930000000001,351.878,430.963,392.5420000000001,343.78799999999995,,,,,,,,,1274.676,1348.439,1519.171,,
,CX,141.7,112.305,133.5,70.404,93.751,90.994,112.803,92.88499999999999,,,,,,,,,241.266,457.909,390.433,,
,FCF,91.799,254.00599999999991,225.93600000000004,318.7890000000001,258.12699999999995,339.96900000000005,279.7390000000001,250.90299999999996,,,,,,,,,1033.4099999999999,890.5300000000001,1128.738,,
,,,,,,,,,,,,,,,,,,,,,,
,ROE,,,,,,,,,,,,,,,,,,,0.23137667046507668,,
,ROTE,,,,,,,,,,,,,,,,,,,1.1290823701228878,,
,ROA,,,,,,,,,,,,,,,,,,,0.10885923471264956,,
,ROTA,,,,,,,,,,,,,,,,,,,0.17391627246509814,,
,Buffett Return,,,,,,,,,,,,,,,,,,,0.5657633237112866,,
