Main,Unnamed: 1,Unnamed: 2
,Brand Name,"Tabrecta, fka INCB28060"
,Indication,Solid tumors
,Mechanism,c-MET inhibitor
,,V617F mutation is acquired in MF patients.
,Administration,Oral
,Economics,NVS
,IP,
,Clinical Trials,
,,"Phase II ""GEOMETRY mono-1"""
,,"52% ORR in 2L, 44% ITT"
,,
,,"Phase 1, n = 40"
,,Dose escalation.
,,Data expected Q1 2012
,,"Per 10-k, compnay expects to transtion this drug to NVS once done."
