Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
,,,,,,,,,Price,311.0,
,,,,,,,,,Shares,2749.753854,Q225
,,,,,,,,,MC,855173.448594,
,,,,,,,,,Cash,3667137.0,Q225
,,,,,,,,,Debt,3268877.0,Q225
,,,,,,,,,EV,456913.4485940002,
