Main,Unnamed: 1,Unnamed: 2
,Brand,"Awiqli, IcoSema, fka NN1436"
,Generic,insulin icodec
,Administration,once-weekly
,MOA,basal insulin
,Dosing,IcoSema fixed
,Approvals,5/2024: Europe
,,"6/2024: Japan, China (T2D only)"
,Regulatory,"Filed in EU, US, China in Q123. Approved CA, SW."
,,"12/2023, FDA extends PDUFA to Q324, CRL July 2024 for T1D manufacturing. Will not respond in 2024."
,,Filing icosema 2H24.
,,Filed icosema in EU 10/2024.
,Clinical Trials,
,,"Phase IIIa ""COMBINE 2"" combination with semaglutide 1.0mg 52-weeks Type 2 diabetes"
,,PE: -1.35% HbA1c vs. 0.9% for monotherapy
,,trials completed Q224?
,,
,,"Phase IIIa ""COMBINE-3"" combination with semaglutide"
,,trials completed Q224?
,,
,,"Phase III ""ONWARDS"" program"
,,6 phase 3 trials in n=4000 T1D/T2D
,,
,,"Phase IIIa ""COMBINE-1"" 52-week trial - combination vs qw icodec alone"
,,PE: -1.55 HbA1c vs. -0.89 for insulin icodec.
,,Weight loss of -3.7kg vs. +1.89kg for insulin icodec.
,,Less hypos: 0.14 per patient year vs. 0.63 for monotherapy.
