Main,Unnamed: 1,Unnamed: 2
,Brand,"Ingrezza, Dysval in Japan, Remleas in other Asian markets."
,Generic,valbenazine
,Indication,"Tardive Dyskinesia, Huntington's chorea"
,MOA,VMAT2 inhibitor
,IP,8357697 - MOU for hyperkinetic disorder - expires 11/08/2027
,,8038627 - COM - expires 2031 (adjusted for H-W)
