Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
,,,,,,,,,,,,Price,11.73,
,,,,,,,,,,,,Shares,656.7039130000001,Q224
,4/20/2029 5 3/4: 99.623 (5.8%),,,,,,,,,,,MC,7703.136899490001,
,5/15/2029 8 1/2 CALLABLE: 105.891 (6.4%),,,,,,,,,,,Cash,9321.0,Q224
,7/11/2033 2 7/8: 88.057 (3.9%),,,,,,,,,,,Debt,31756.0,Q224
,,,,,,,,,,,,EV,30138.13689949,
