Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
,Name,Ticker,Price,MC,NC,EV,SO,Update,Last,Founded
x,Abbott,ABT,132.24,231023.28000000003,-5491,236514.28000000003,1747,Q115,2025-07-14 00:00:00,1900
x,Intuitive,ISRG,590.7,213833.40000000002,8832,205001.40000000002,362,Q424,2024-02-10 00:00:00,1995
x,Stryker,SYK,358.98,135749.75163840002,-12569,148318.75163840002,,Q122,,
x,Medtronic,MDT,89.84,119525.26592672,-13541,133066.26592672,,Q122,2023-03-29 00:00:00,
x,Becton Dickinson,BDX,241.82,68653.09506843999,-15711,84364.09506843999,283.901642,Q422,2023-02-04 00:00:00,1897
x,Edwards,EW,68.9,42838.69461040001,2523.7000000000003,40314.99461040001,,Q122,,
x,EssilorLuxottica,EL FP,,,,,,,,
x,Boston Scientific,BSX,,,,,,,,
x,Siemens Healthineers,SHL GR,,,,,,,,
x,Mindray,300760 CH,,,,,,,,
x,Alcon,ACL SW,,,,,,,,
x,Lonza,LONN SW,,,,,,,,
x,Agilent,A,,,,,,,,
x,Hoya,7741 JP,,,,,,,,
x,Resmed,RMD,,,,,,,,
x,GE Healthcare,GEHC,,,,,,,,
x,Sartorius Stedim,DIM FP,,,,,,,,
x,Align,ALGN,,,,,,,,
x,Idexx Labs,IDXX,,,,,,,,
x,Dexcom,DXCM,,,,,,,,
x,Sartorius,SRT GR,,,,,,,,
x,Mettler-Toledo,MTD,,,,,,,,
x,Olympus,7733 JP,,,,,,,,
x,Coloplast,COLOB DC,,,,,,,,
x,Straumann,STMN SW,,,,,,,,
x,Terumo,4543 JP,,,,,,,,
x,West,WST,,,,,,,,
x,Zimmer Biomet,ZBH,,,,,,,,
x,Sonova,SOON,,,,,,,,
x,Steris,STE,,,,,,,,
x,Avantor,AVTR,,,,,,,,
x,Philips,PHIA,,,,,,,,
,Mimedix,MDXG,6,,,,,,,
x,Hologic,HOLX,,,,,,,,
x,Insulet,PODD,,,,,,,,
x,Beijing Wantai,603392 CH,,,,,,,,
x,Cooper,COO,,,,,,,,
x,Imeik Technology,300896 CH,,,,,,,,
x,Abiomed,ABMD,,,,,,,,
x,Smith & Nephew,SN/ LN,,,,,,,,
x,Cochlear,COH AU,,,,,,,,
x,Exact,EXAS,,,,,,,,
x,Demant,DEMANT DC,,,,,,,,
x,Qiagen,QGEN,,,,,,,,
,Henry Schein,HSIC,,,,,,,,
x,Sysmex,6869 JP,,,,,,,,
x,BioMerieux,BIM FP,,,,,,,,
x,Teleflex,TFX,,,,,,,,
x,Novocure,NVCR,,,,,,,,
x,Masimo,MASI,134.15,7100,,,,,,
x,Dentsply Sirona,XRAY,24.85,5200,,,,,,
,Inari,NARI,79.35,,,,,,,
,Establishment Labs,ESTA,43,1201.571962,,1201.571962,27.943534,Q224,2024-10-03 00:00:00,
,Bloomage Biotech,688363 CH,,,,,,,,
,Embecta,EMBC,13.59,790,,,,,,
x,Shockwave,SWAV,,,,,,,,
x,Shanghai United Imaging,688271 CH,,,,,,,,
x,Globus,GMED,,,,,,,,
,Microbot Medical,MBOT,1.19,20.14948579,4.338,15.811485789999999,16.932341,Q324,2024-12-30 00:00:00,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,Twin Health,,,1000,,CGM,155m Series C,,,
,Casana,,,,,,,,,
