Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
,,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0,2024.0,2025.0
,Revenue,6268.0,6946.0,6110.0,5758.0,8911.0,9376.0,6833.0,6540.0,
,COGS,,,5439.2,5374.6,6616.4,7194.3,5667.5,5802.6,
,Gross Profit,,,670.8000000000002,383.39999999999964,2294.6000000000004,2181.7,1165.5,737.3999999999996,
,SG&A,,,416.9,422.0,416.9,393.9,406.7,408.5,
,Operating Income,,,253.9000000000002,-38.600000000000364,1877.7000000000003,1787.7999999999997,758.8,328.89999999999964,
,Interest Expense,,,-243.2,-292.7,-348.0,-141.70000000000002,-176.79999999999998,-180.8,
,Pretax Income,,,10.700000000000216,-331.30000000000035,1529.7000000000003,1646.0999999999997,582.0,148.09999999999962,
,Taxes,,,242.0,0.0,242.0,349.1,107.3,36.7,
,Net Income,,,-231.29999999999978,-331.30000000000035,1287.7000000000003,1296.9999999999995,474.7,111.39999999999962,
,,,,,,,,,,
,Revenue y/y,,0.10816847479259728,-0.12035704002303482,-0.057610474631751174,0.5475859673497743,0.052182695544832125,-0.2712244027303754,-0.04288014049465827,
,,,,,,,,,,
,PPE,,,,,,,,2328.4,
,,,,,,,,,,
,CFFO,,,617.3,433.0,1741.0,1921.9,974.3,503.2,
,CX,,,385.6,298.9,200.6,236.9,236.0,195.1,
,FCF,,,231.69999999999993,134.10000000000002,1540.4,1685.0,738.3,308.1,
