Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
,,Q123,Q223,Q323,Q423,Q124,Q224,Q324,Q424
,Company-Owned,,1475,,,,1465,,
,ARPR,,771.0711864406779,,,,753.2866894197953,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Restaurant,,1137.33,,,,1103.565,,
,Franchise,,15.364,,,,15.301,,
,Revenue,,1152.694,,,,1118.866,,
,Food & Beverage,,351.226,,,,336.063,,
,Labor,,325.934,,,,328.913,,
,Other Operating,,273.338,,,,280.821,,
,G&A,,63.358,,,,61.152,,
,Operating Income,,138.8379999999999,,,,111.91699999999996,,
,Interest Income,,-12.961,,,,-14.802,,
,Pretax Income,,125.87699999999991,,,,97.11499999999995,,
,Taxes,,6.483,,,,1.725,,
,Net Income,,119.3939999999999,,,,95.38999999999996,,
,EPS,,1.22579850309545,,,,1.0762478563047202,,
,Shares,,97.401,,,,88.632,,
,,,,,,,,,
,,,,,,,,,
,CFFO,,287.293,,,,116.192,,
,CX,,142.153,,,,131.504,,
,FCF,,145.14000000000001,,,,-15.311999999999998,,
