Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27
,,Q124,Q224,Q324,Q424,Q125,Q225,Q325,Q425,Q126,Q226,Q326,Q426,,2025,2026.0,2027.0,2028.0,2029.0,2030.0,2031.0,2032.0,2033.0,2034.0,2035.0,2036.0,2037.0
,Prevalence,,,,,,,,,,,,,,11666.666666666666,11666.666666666666,11666.666666666666,11666.666666666666,11666.666666666666,11666.666666666666,11666.666666666666,11666.666666666666,,,,,
,,,,,,,,0.08638743455497382,0.08638743455497382,0.08638743455497382,0.08638743455497382,0.08638743455497382,0.08638743455497382,,,,,,,,,,,,,,
,Forms,,,,,,646,397,,,,,,,,,,,,,,,,,,,
,Patients,,,,,,,764,1164,1464,1764,2064,2364,,,,,,,,,,,,,,
,Revenue,,,,,,32.657,66,100.55497382198952,126.47120418848166,152.38743455497382,178.30366492146595,204.2198952879581,,300,661.3821989528795,859.7968586387434,1117.7359162303665,1128.9132753926701,1140.2024081465968,1151.6044322280627,800.0,,,,,
,COGS,,,,,,0.696,,,,,,,,,,,,,,,,,,,,
,Gross Margin,,,,,,31.960999999999995,,,,,,,,,,,,,,,,,,,,
,R&D,,,,,,9.147,,,,,,,,,,,,,,,,,,,,
,SG&A,,,,,,28.238,,,,,,,,,,,,,,,,,,,,
,Operating Expenses,,,,,,37.385,0,,,,,,,,,,,,,,,,,,,
,Operating Income,,,,,,-5.424000000000003,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CF,,,,,,,,,,,,,,210,462.96753926701564,601.8578010471203,782.4151413612565,790.239292774869,798.1416857026177,806.1231025596438,560.0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,NPV,0.09,,,,,,,,,,,
,,,,,,,,,,,,,,,MC,3312.8875165071136,,,,,,,,,,,
,,,,,,,,,,,,,,,Stock,72.01929383711116,,,,,,,,,,,
