Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
,,,,RMS - 19%,,,,,,Price,117.0,
,,,,140 rodents,,,,,,Shares,51.630726,Q224
,,,,,,,,,,MC,6040.794942,
,,,,DSA - 63%,,,,,,Cash,411.0,Q224
,,,,Toxicology?,,,,,,Debt,2409.0,Q224
,,,,,,,,,,EV,8038.794942,
,,,,Manufacturing - 17%,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,Founded: 1947,,
,,,,,,,,,,IPO: 2000,,
,,,,,,,,,,"HQ: Wilmington, MA",,
