Main,Unnamed: 1,Unnamed: 2
,Brand Name,"Orencia, fka BMS-188667"
,Generic Name,abatacept
,Manufacturing,"BMY's first internal biologic - Syracuse, NY"
,,recombinant fusion protein of humanCTLA-4 and FcIgG1
,,CHO cells
,Indication,40% of patients fail TNF
,Administration,IV infusion requires an office visit as opposed to self-administered sc
,Sales Force,"150 reps, 2/3 have TNF selling experience"
,Price,"$60,000/year"
,Mechanism,"CTLA-4 (CD152) soluble receptor. CTLA-4 is homologous to CD28, both molecules bind to CD80 (B7-1) and CD86 (B7-2)."
,,"Expressed on T cells, can bind CD80/CD86 so that those agents are unavailable to stimulate T cells."
,,CD80 co-stimulates with CD28.
,IP,Dr. Reddy's biosimilar.
,,Mylan biosimilar.
,Clinical Studies,p3 AIM (abatacept in Inadequate responders to Methotrexate)
,,"Orencia+MTX for two years, 82% achieved ACR20 at year 1 and 80% achieved ACR20 in year 2."
,,54% achieved ACR50 at year 1 and 56% achieved ACR50 responses in year 2.
,,32% achieved ACR70 at year 1 and 34% achieved ACR70 responses in year 2.
,,
,,Phase III lupus
,,Failed: 79.7% new flares versus 82.5% in placebo.
