Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
,Brand Name,Aciphex. Known as Pariet in ROW.,,,,,,,,,
,Generic Name,rabeprazole delayed release,,,,,,,,,
,Indication,"GERD, Heartburn, Peptic Ulcer",,,,,,,,,
,Administration,Oral,,,,,,,,,
,Mechanism,PPI,,,,,,,,,
,Economics,Eisai co-promotion -- what are the details?,,,,,,,,,
,Timeline,"Filed 3/31/1998, approved 8/19/1999.",,,,,,,,,
,IP,"5/8/2013 found to be enforceable, Teva loses case. 30-Month stay expires February 2007. 20mg delay release tablet being sued by TEVA, RDY and MYL",,,,,,,,,
,Competition,"Nexium (AZN), Prilosec (generic OTC), Protonix (WYE), Zantac (OTC), Axid (generic), Prevacid (Takeda/Abbott).",,,,,,,,,
,Rx,,,,,,,,,,
,,2001,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0
,US,,,,,,,,,,
,ROW,,,,,,,,,,
,WW,,697.0,966.0,1116.0,1169.0,1239.0,1357.0,1158.0,1096.0,
,,,,,,,,,,,
,,,,,,,,,,,
,Clinical Trials,,,,,,,,,,
,,Phase 3 GERD study vs placebo,,,,,,,,,
,,"At week 4, 63% of 10mg were healed vs 56% for 20mg, 54% for 40mg and 0% placebo.",,,,,,,,,
,,"  Comparing across trials, Protonix label notes 46%, 58% and 75% healing rates for 10mg, 20mg and 40mg with 14% for placebo.",,,,,,,,,
,,"At week 8, 93% of 10mg were healed vs 84% for 20mg, 85% for 40mg and 12% for placebo.",,,,,,,,,
,,"  Comparing across trials, Protonix label notes 66%, 84% and 93% cure rates for 10mg, 20mg and 40mg vs 40% placebo.",,,,,,,,,
,,,,,,,,,,,
,,Phase 3 GERD study vs ranitidine (Zantac),,,,,,,,,
,,"At week 4, 59% were healed vs 36% for Zantac.",,,,,,,,,
,,"  Comparing across trials, Protonix label notes 61% and 64% cure rates vs 22% for Axid.",,,,,,,,,
,,"At week 8, 87% were healed vs 66% for Zantac.",,,,,,,,,
,,"  Comparing across trials, Protonix label notes 79% and 83% cure rates vs 41% for Axid.",,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,Rx,,,,,,,,,,
,2008-10-31 00:00:00,,,,,,,,,,
,2008-10-24 00:00:00,,,,,,,,,,
,2008-10-17 00:00:00,133726,,,,,,,,,
,2008-10-10 00:00:00,137437,,,,,,,,,
,2008-10-03 00:00:00,142546,,,,,,,,,
,2008-09-26 00:00:00,139554,,,,,,,,,
,2008-09-19 00:00:00,136830,,,,,,,,,
,2008-09-12 00:00:00,138729,,,,,,,,,
,2008-09-05 00:00:00,132066,,,,,,,,,
,2008-08-29 00:00:00,140859,,,,,,,,,
,2008-08-22 00:00:00,135720,,,,,,,,,
,2008-08-15 00:00:00,134693,,,,,,,,,
