Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
,Frito-Lay NA,"dips, Cheetos, Doritos, Fritos, Lay's, Ruffles, Tostitos",,,,,,Price,148.26,
,Quaker NA,"Cap'n Crunch, Life, syrups, Chewy, grits, oatmeal, rice cakes, Granola, Rice-A-Roni",,,,,,Shares,1371.499838,Q424
,Pepsi Beverages NA,"Aquafina, Bubly, MD, Pepsi, Gatorade, Propel",,,,,,MC,203338.56598187998,
,,,,,,,,Cash,9266.0,Q424
,LatinAm,,,,,,,Debt,44306.0,Q424
,Europe,,,,,,,EV,238378.56598187998,
,AMESA,,,,,,,,,
,APAC,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,"Sold Tropicana, Naked and juices to PAI Partners",,,,,,,,
