Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
,,,,,,,,,,,,,,Price,192.0,
,,,,,,,,,,,,,,Shares,133.264062,Q324
,,,,,,,,,,,,,,MC,25586.699904,
,,,,,,,,,,,,,,Cash,1158.4,Q324
,,,,,,,,,,,,,,Debt,6030.7,Q324
,,,,,,,,,,,,,,EV,30458.999904,
