Main,Unnamed: 1,Unnamed: 2
,Brand Name,"Arcapta Neohalers, Onbrez, fka QAB149 (monotherapy), QMF149 (combination with Asmanex)."
,Generic Name,Indacaterol
,Administration,"qd versus bid for the group (formoterol, salmeterol)."
,Mechanism,"Beta-2-agonist, ""ultra LABA""."
,Indication,"COPD, Asthma"
,Clinical Trials,
,,"Phase III ""INSIST"" n=1123 vs salmeterol in moderate-to-severe COPD"
,,12-week study head-to-head versus salmeterol.
,,Met superiority.
,,
,,"Phase 2 data on asthma, COPD?"
,,
,,potential combination with asmanex
