Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
,,2022.0,2023.0,2024.0,2025.0
,Revenue,33364.0,32854.0,33005.0,
,COGS,19450.0,17492.0,17143.0,
,Gross Profit,13914.0,15362.0,15862.0,
,SG&A,3107.0,3295.0,3337.0,
,R&D,143.0,146.0,150.0,
,Operating Expenses,3250.0,3441.0,3487.0,
,Operating Income,10664.0,11921.0,12375.0,
,Interest Income,-125.0,-205.0,-71.0,
,Pretax Income,10539.0,11716.0,12304.0,
,Taxes,1472.0,1839.0,2000.0,
,Net Income,9067.0,9877.0,10304.0,
,EPS,17.990079365079364,20.063377277620912,21.373513769156094,
,Shares,504.0,492.29,482.092,
,,,,,
,Revenue y/y,,-0.015285936938017053,0.004596091800085134,
,Gross Margin,0.4170363265795468,0.467583855847081,0.48059384941675504,
,Operating Margin,0.3196259441313991,0.36284775065441044,0.3749431904256931,
,,,,,
,Cash,,,6980.0,
,AR,,,4622.0,
,Inventories,,,2209.0,
,Prepaids,,,1264.0,
,PP&E,,,24775.0,
,Goodwill,,,37267.0,
,Other,,,3030.0,
,Assets,,,80147.0,
,,,,,
,AP,,,2507.0,
,Debt,,,21623.0,
,Contract,,,1194.0,
,Taxes,,,637.0,
,Other,,,7941.0,
,Credits,,,6757.0,
,SE,,,39488.0,
,L+SE,,,80147.0,
,,,,,
,,,,,
,CFFO,8864.0,9305.0,9423.0,
,CX,3173.0,3787.0,4497.0,
,FCF,5691.0,5518.0,4926.0,
,,,,,
,,,,,
,,,,,
,Capital,,,31606.0,
,ROTA,,,0.32601404796557615,
