Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
,Brand,Indication,Approval,MOA,Economics,IP,,Price,1.73,
,Inpefa (sotagliflozin),HF,,SGLT2,,7781577 expires 2028,,Shares,361.492295,Q224
,Zynquista (sotagliflozin),,,SGLT2,,,,MC,625.38167035,
,,,Phase,,,,,Cash,309.964,Q224
,LX9211,DPN,II,AAK1,,,,Debt,99.499,Q224
,LX9851,Obesity,IND,ACSL5,,,,EV,414.91667035,
,,,,,,,,,,
,,,,,,,,PIC,2113.09,Q224
,,,,,,,,AD,-1868.665,Q224
,,,,,,,,,,
,,,,,,,,CEO,Mike Exton,
