Main,Unnamed: 1,Unnamed: 2
,Brand Name,
,Generic Name,enzastaurin
,Indication,NHL
,Mechanism,"serine-threonine kinase inhibitor; PKC-beta, PI3K/AKT"
,Clinical Trials,
,,"Phase III ""PRELUDE"" trial in maintenance/prevention of relapse diffuse large-b-cell lymphoma (DLBCL)"
,,"n=459, primary endpoint is DFS"
,,
,,"GBM phase 3 - STEERING - randomized open-label enza vs lomustine. N=397, OS and PFS primary endpoints"
,,DMC recommends STEERING be halted. Development for GBM stopped.
