Main,Unnamed: 1,Unnamed: 2
,Brand,Opzelura
,Generic,ruxolitinib
,Administrational,topical cream
,Indication,Vitiligo. 1.5m vitiligo patients in the US.
,,Atopic dermatitis.
,Regulatory,FDA approved 7/18/22
,Economics,100% WW
,Clinical Trials,
,,"Phase III ""TRuE-V1"" vitiligo"
,,VASI PE: 30% had >75% improvement vs 8% in placebo
,,
,,"Phase III ""TRuE-V2"" vitiligo"
,,VASI PE: 30% had >75% improvement vs 13% in placebo
,,
,,"Phase III ""TRuE-CHE1"" chronic hand eczema"
,,
,,"Phase III ""TRuE-CHE2"" chronic hand eczema"
,,
,,"Phase III ""TRuE-AD3"" pediatric eczema"
