Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33
,OpEx,,,129.958,145.613,164.713,186.337,212.05100000000002,250.594,278.154,327.352,374.276,407.27,416.77,429.62,448.447,457.078,489.159,509.162,531.982,584.157,616.345,619.345,,,,,,,,,,
,OpInc,,,-9.266999999999996,-8.937999999999988,-12.829999999999984,-9.885999999999967,-4.89500000000001,8.454999999999984,10.413999999999987,-3.13900000000001,-31.341999999999985,-34.627999999999986,-34.96999999999997,-22.00600000000003,-4.230000000000075,27.74200000000002,11.996000000000038,12.617999999999995,20.27800000000002,9.391999999999939,-12.420000000000073,12.654999999999973,,,,,,,,,,
,Interest,,,-5.288,-6.229,0.30099999999999927,0.22799999999999976,0.128,0.07699999999999996,0.4400000000000004,3.1279999999999992,8.283,8.774,14.546,21.098,28.529999999999998,29.525,34.189,35.175000000000004,35.858,44.434,44.216,44.216,,,,,,,,,,
,Pretax,,,-14.554999999999996,-15.166999999999987,-12.528999999999986,-9.657999999999967,-4.76700000000001,8.531999999999984,10.853999999999989,-0.011000000000010779,-23.058999999999983,-25.853999999999985,-20.42399999999997,-0.9080000000000297,24.299999999999923,57.26700000000002,46.18500000000004,47.793,56.13600000000002,53.82599999999994,31.79599999999993,56.870999999999974,,,,,,,,,,
,Taxes,,,0.595,0.993,-0.539,-2.96,-0.717,1.363,1.116,4.868,2.926,3.18,3.662,3.061,1.67,3.274,3.554,3.969,4.439,8.232,7.154,5.687099999999997,,,,,,,,,,
,Net Income,,,-15.149999999999997,-16.159999999999986,-11.989999999999986,-6.6979999999999675,-4.0500000000000105,7.1689999999999845,9.737999999999989,-4.879000000000011,-25.984999999999985,-29.033999999999985,-24.08599999999997,-3.9690000000000296,22.629999999999924,53.993000000000016,42.631000000000036,43.824,51.69700000000002,45.59399999999994,24.64199999999993,51.18389999999998,,,,,,,,,,
,EPS,,,-0.05007370585085637,-0.053147929500060795,-0.03917865335224186,-0.021745411809011676,-0.01305411494712281,0.020727021455604115,0.028171540321927365,-0.015498975523753589,-0.08223361498781602,-0.091489468974123,-0.07543706896011716,-0.012317862296913644,0.06441622617126212,0.15299498168072614,0.11975706432121007,0.12284577002859225,0.14455240678345246,0.1263201640161798,0.06786971394576352,0.1409721877943582,,,,,,,,,,
,Shares,,,302.554,304.057,306.034,308.019,310.247,345.877,345.668,314.795,315.99,317.348,319.286,322.215,351.309,352.907,355.979,356.74,357.635,360.94,363.078,363.078,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Revenue y/y,,,,,,,0.7487506061095845,0.837414310740096,0.8284151519272318,0.738984110400815,0.6138719647452013,0.43900023911857233,0.32692614935404807,0.2544012133806737,0.2542831813402422,0.2561786454594066,0.26891267432542976,0.26659404074902837,0.2602203325443442,0.25112906152643344,0.24588836373809198,0.2242766307287236,,,,,,,,,,
,Gross Margin,,,0.7802877000161629,0.7698655446091106,0.7649648197674126,0.75552025485016,0.7658602230043478,0.7941464999785406,0.7948874748643363,0.7982828496717864,0.7855855112900972,0.7938704598859393,0.7925864724712174,0.8000902916813881,0.8113019052628503,0.8222179635681567,0.8198814566145278,0.8086114688375106,0.8003582525622595,0.8045645611452475,0.7930176888542229,0.8,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cash,,,,,,,,,1674.433,1706.754,,,,,,,2781.3689999999997,2960.106,,,,,,,,,,,,,,
,AR,,,,,,,,,275.342,305.501,,,,,,,451.057,533.292,,,,,,,,,,,,,,
,Deferred Contract,,,,,,,,,67.441,74.185,,,,,,,119.458,126.558,,,,,,,,,,,,,,
,Prepaids,,,,,,,,,32.632,33.202,,,,,,,54.846,49.174,,,,,,,,,,,,,,
,PP&E,,,,,,,,,90.713,97.791,,,,,,,182.419,198.911,,,,,,,,,,,,,,
,Lease,,,,,,,,,61.921,64.016,,,,,,,173.27,166.941,,,,,,,,,,,,,,
,Goodwill,,,,,,,,,306.12,352.647,,,,,,,358.749,356.66799999999995,,,,,,,,,,,,,,
,Other,,,,,,,,,20.413,20.391,,,,,,,20.298,20.741,,,,,,,,,,,,,,
,Assets,,,,,,,,,2529.015,2654.487,,,,,,,4141.465999999999,4412.391,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AP,,,,,,,,,18.629,47.65,,,,,,,64.316,115.991,,,,,,,,,,,,,,
,AE,,,,,,,,,108.211,111.622,,,,,,,117.412,104.791,,,,,,,,,,,,,,
,Lease,,,,,,,,,72.137,74.128,,,,,,,214.482,218.4,,,,,,,,,,,,,,
,DR,,,,,,,,,467.61,458.773,,,,,,,793.6650000000001,815.611,,,,,,,,,,,,,,
,Debt,,,,,,,,,736.318,737.16,,,,,,,743.085,743.97,,,,,,,,,,,,,,
,Other,,,,,,,,,9.253,10.034,,,,,,,6.151,6.32,,,,,,,,,,,,,,
,SE,,,,,,,,,1116.857,1215.12,,,,,,,2202.355,2407.308,,,,,,,,,,,,,,
,L+SE,,,,,,,,,2529.015,2654.487,,,,,,,4141.466,4412.391,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Model NI,,,,,,,,,9.737999999999989,,,,,,,,42.631000000000036,43.824,,,,,,,,,,,,,,
,Reported NI,,,,,,,,,9.738,,,,,,,,42.631,,,,,,,,,,,,,,,
,D&A,,,,,,,,,7.394,,,,,,,,12.895,,,,,,,,,,,,,,,
,Discounts,,,,,,,,,3.959,,,,,,,,-14.126,,,,,,,,,,,,,,,
,Issuance,,,,,,,,,0.84,,,,,,,,0.85,,,,,,,,,,,,,,,
,D/Contracts,,,,,,,,,6.022,,,,,,,,11.844,,,,,,,,,,,,,,,
,SBC,,,,,,,,,66.884,,,,,,,,135.033,,,,,,,,,,,,,,,
,Lease,,,,,,,,,4.411,,,,,,,,6.81,,,,,,,,,,,,,,,
,AR,,,,,,,,,0.798,,,,,,,,2.732,,,,,,,,,,,,,,,
,Loss on PP&E,,,,,,,,,0.823,,,,,,,,0.043,,,,,,,,,,,,,,,
,WC,,,,,,,,,46.519,,,,,,,,13.558,,,,,,,,,,,,,,,
,CFFO,,,,,,,,,147.38799999999998,,,,,,439.728,,212.26999999999998,163.73000000000002,,,,,,,,,,,,,,
