Main,Unnamed: 1,Unnamed: 2
,Brand,
,Generic,odronextamab
,Indication,R/R FL
,MOA,CD20xCD3
,Regulatory,"resubmitted BLA 1/2025, decision 2H25"
,Competition,"Epkinly (epcoritamab, ABBV/GMAB), Columvi (glofitamab, Roche) 52-63% ORR, 39% CR"
,,"Lunsumio (mosunetuzumab), imvotamab (IGM-2323)"
,Clinical Trials,
