Main,Unnamed: 1,Unnamed: 2
,Brand,"Scemblix, fka ABL001"
,Generic,asciminib
,Indication,CML
,MOA,"BCR-ABL1 TKI, binds to myristoyl pocket"
,Clinical Trials,
,,"Phase III ""CABL001A2301"" vs. bosutinib - NCT03106779"
,,25% MMR (major molecular response) vs. 13% bosutinib at week 24
